run,candidate_idx,candidate_name,duration_ns,cpu_cycles,heap_allocs,heap_bytes,system
19,1,Trey,2563700,25643,77,29824,sequential
19,2,Will,2437600,24379,77,29824,sequential
19,3,George,2593500,25940,77,29824,sequential
19,4,Jess,2584800,25852,77,29824,sequential
20,0,Marcus,2254200,22545,77,29824,sequential
20,1,Trey,2598400,25988,77,29824,sequential
20,2,Will,2425000,24254,77,29824,sequential
20,3,George,2663800,26641,77,29824,sequential
20,4,Jess,2792100,27925,77,29824,sequential
21,0,Marcus,2713100,27135,77,29824,sequential
21,1,Trey,2290000,22904,77,29824,sequential
21,2,Will,2653300,26537,77,29824,sequential
21,3,George,2437000,24375,77,29824,sequential
21,4,Jess,2340300,23407,77,29824,sequential
22,0,Marcus,2727200,27278,77,29824,sequential
22,1,Trey,2863800,28644,77,29824,sequential
22,2,Will,2389800,23902,77,29824,sequential
22,3,George,2497400,24978,77,29824,sequential
22,4,Jess,2845100,28457,77,29824,sequential
23,0,Marcus,2734500,27349,77,29824,sequential
23,1,Trey,2800300,28008,77,29824,sequential
23,2,Will,2793200,27935,77,29824,sequential
23,3,George,2536200,25366,77,29824,sequential
23,4,Jess,2474500,24748,77,29824,sequential
24,0,Marcus,2296000,22964,77,29824,sequential
24,1,Trey,2860200,28606,77,29824,sequential
24,2,Will,2278900,22794,77,29824,sequential
24,3,George,2388600,23889,77,29824,sequential
24,4,Jess,2617900,26184,77,29824,sequential
25,0,Marcus,2520700,25212,77,29824,sequential
25,1,Trey,2550600,25512,77,29824,sequential
25,2,Will,2472000,24725,77,29824,sequential
25,3,George,2429600,24299,77,29824,sequential
25,4,Jess,2533200,25337,77,29824,sequential
26,0,Marcus,2988800,29892,77,29824,sequential
26,1,Trey,2568100,25686,77,29824,sequential
26,2,Will,2728400,27288,77,29824,sequential
26,3,George,2937000,29376,77,29824,sequential
26,4,Jess,2339500,23399,77,29824,sequential
27,0,Marcus,2513200,25137,77,29824,sequential
27,1,Trey,2519000,25195,77,29824,sequential
27,2,Will,2272700,22731,77,29824,sequential
27,3,George,2546300,25467,77,29824,sequential
27,4,Jess,2774100,27746,77,29824,sequential
28,0,Marcus,2730300,27307,77,29824,sequential
28,1,Trey,2769000,27694,77,29824,sequential
28,2,Will,2539300,25396,77,29824,sequential
28,3,George,2331400,23318,77,29824,sequential
28,4,Jess,2513200,25136,77,29824,sequential
29,0,Marcus,2366900,23672,77,29824,sequential
29,1,Trey,2441300,24416,77,29824,sequential
29,2,Will,2369200,23697,77,29824,sequential
29,3,George,2852600,28533,77,29824,sequential
29,4,Jess,2602800,26032,77,29824,sequential
30,0,Marcus,2426600,24270,77,29824,sequential
30,1,Trey,2515900,25163,77,29824,sequential
30,2,Will,2856100,28566,77,29824,sequential
30,3,George,2447800,24482,77,29824,sequential
30,4,Jess,2851100,28514,77,29824,sequential
31,0,Marcus,2846400,28469,77,29824,sequential
31,1,Trey,2462000,24624,77,29824,sequential
31,2,Will,2705600,27060,77,29824,sequential
31,3,George,2972500,29732,77,29824,sequential
31,4,Jess,2846700,28470,77,29824,sequential
32,0,Marcus,2686900,26872,77,29824,sequential
32,1,Trey,2689300,26898,77,29824,sequential
32,2,Will,2943000,29434,77,29824,sequential
32,3,George,2281800,22822,77,29824,sequential
32,4,Jess,2812400,28127,77,29824,sequential
33,0,Marcus,2723000,27233,79,32136,sequential
33,1,Trey,2517500,25177,77,29824,sequential
33,2,Will,2749500,27500,77,29824,sequential
33,3,George,2518500,25189,77,29824,sequential
33,4,Jess,2553800,25540,77,29824,sequential
34,0,Marcus,2622200,26225,77,29824,sequential
34,1,Trey,2485900,24863,77,29824,sequential
34,2,Will,3626400,36267,77,29824,sequential
34,3,George,2336000,23363,77,29824,sequential
34,4,Jess,2743700,27441,77,29824,sequential
35,0,Marcus,2658900,26593,77,29824,sequential
35,1,Trey,2798700,27991,77,29824,sequential
35,2,Will,2782600,27831,77,29824,sequential
35,3,George,2961800,29623,77,29824,sequential
35,4,Jess,2535700,25362,77,29824,sequential
36,0,Marcus,2336900,23373,77,29824,sequential
36,1,Trey,2437300,24377,77,29824,sequential
36,2,Will,2708700,27091,77,29824,sequential
36,3,George,2368100,23686,77,29824,sequential
36,4,Jess,2435800,24362,77,29824,sequential
37,0,Marcus,2850900,28514,77,29824,sequential
37,1,Trey,2601300,26018,77,29824,sequential
37,2,Will,2545200,25455,77,29824,sequential
37,3,George,2688300,26887,77,29824,sequential
37,4,Jess,2759400,27599,77,29824,sequential
38,0,Marcus,2316500,23169,77,29824,sequential
38,1,Trey,2596300,25966,77,29824,sequential
38,2,Will,2351800,23521,77,29824,sequential
38,3,George,2668800,26692,77,29824,sequential
38,4,Jess,2226200,22266,77,29824,sequential
39,0,Marcus,3066800,30673,77,29824,sequential
39,1,Trey,2613400,26138,77,29824,sequential
39,2,Will,2859400,28599,77,29824,sequential
39,3,George,2694400,26948,77,29824,sequential
39,4,Jess,2314600,23150,77,29824,sequential
40,0,Marcus,2762200,27626,77,29824,sequential
40,1,Trey,2764700,27652,77,29824,sequential
40,2,Will,2711400,27119,77,29824,sequential
40,3,George,2635200,26356,77,29824,sequential
40,4,Jess,2381900,23822,77,29824,sequential
41,0,Marcus,2699900,27002,77,29824,sequential
41,1,Trey,2658800,26592,77,29824,sequential
41,2,Will,2464300,24647,77,29824,sequential
41,3,George,2593100,25935,77,29824,sequential
41,4,Jess,2429300,24297,77,29824,sequential
42,0,Marcus,2987900,29884,77,29824,sequential
42,1,Trey,2608600,26091,77,29824,sequential
42,2,Will,2572000,25724,77,29824,sequential
42,3,George,2606300,26067,77,29824,sequential
42,4,Jess,2738000,27384,77,29824,sequential
43,0,Marcus,2669700,26702,77,29824,sequential
43,1,Trey,2525400,25259,77,29824,sequential
43,2,Will,2892300,28927,77,29824,sequential
43,3,George,2469200,24697,77,29824,sequential
43,4,Jess,2598000,25983,77,29824,sequential
44,0,Marcus,2663000,26635,77,29824,sequential
44,1,Trey,2563100,25637,77,29824,sequential
44,2,Will,2527200,25275,77,29824,sequential
44,3,George,3410200,34107,77,29824,sequential
44,4,Jess,2254100,22547,77,29824,sequential
45,0,Marcus,2368100,23685,77,29824,sequential
45,1,Trey,2547000,25474,77,29824,sequential
45,2,Will,2834000,28344,77,29824,sequential
45,3,George,2647200,26476,77,29824,sequential
45,4,Jess,2607100,26077,77,29824,sequential
46,0,Marcus,2552300,25528,77,29824,sequential
46,1,Trey,2760100,27605,77,29824,sequential
46,2,Will,2454500,24549,77,29824,sequential
46,3,George,2467800,24682,77,29824,sequential
46,4,Jess,2305500,23061,77,29824,sequential
47,0,Marcus,2354300,23546,77,29824,sequential
47,1,Trey,2495800,24961,77,29824,sequential
47,2,Will,2443500,24438,77,29824,sequential
47,3,George,2533400,25339,77,29824,sequential
47,4,Jess,2531100,25315,77,29824,sequential
48,0,Marcus,2488200,24886,77,29824,sequential
48,1,Trey,2404800,24051,77,29824,sequential
48,2,Will,2334000,23343,77,29824,sequential
48,3,George,2617400,26178,77,29824,sequential
48,4,Jess,2804900,28054,77,29824,sequential
49,0,Marcus,2728100,27285,77,29824,sequential
49,1,Trey,2365000,23653,77,29824,sequential
49,2,Will,2906600,29071,77,29824,sequential
49,3,George,2571700,25722,77,29824,sequential
49,4,Jess,2556200,25567,77,29824,sequential
50,0,Marcus,2267700,22681,77,29824,sequential
50,1,Trey,2605600,26059,77,29824,sequential
50,2,Will,2375000,23753,77,29824,sequential
50,3,George,2625300,26257,77,29824,sequential
50,4,Jess,2311700,23122,77,29824,sequential
51,0,Marcus,3092700,30933,77,29824,sequential
51,1,Trey,2701100,27016,77,29824,sequential
51,2,Will,2498900,24992,77,29824,sequential
51,3,George,2475100,24758,77,29824,sequential
51,4,Jess,2504800,25052,77,29824,sequential
52,0,Marcus,2312100,23126,77,29824,sequential
52,1,Trey,2711200,27116,77,29824,sequential
52,2,Will,2509300,25096,77,29824,sequential
52,3,George,2961300,29616,77,29824,sequential
52,4,Jess,2673400,26736,77,29824,sequential
53,0,Marcus,2849600,28501,77,29824,sequential
53,1,Trey,2929800,29303,77,29824,sequential
53,2,Will,2657500,26579,77,29824,sequential
53,3,George,2746500,27470,77,29824,sequential
53,4,Jess,2826800,28272,77,29824,sequential
54,0,Marcus,2329900,23305,77,29824,sequential
54,1,Trey,2546700,25472,79,32136,sequential
54,2,Will,2693000,26934,77,29824,sequential
54,3,George,2736000,27365,77,29824,sequential
54,4,Jess,2583400,25839,77,29824,sequential
55,0,Marcus,2773900,27744,77,29824,sequential
55,1,Trey,2548100,25485,77,29824,sequential
55,2,Will,2523900,25243,77,29824,sequential
55,3,George,2791900,27925,77,29824,sequential
55,4,Jess,2317200,23176,77,29824,sequential
56,0,Marcus,2807600,28081,77,29824,sequential
56,1,Trey,2662300,26628,77,29824,sequential
56,2,Will,2250400,22507,77,29824,sequential
56,3,George,2382200,23827,77,29824,sequential
56,4,Jess,2714900,27154,77,29824,sequential
57,0,Marcus,2313500,23139,77,29824,sequential
57,1,Trey,2616400,26169,77,29824,sequential
57,2,Will,2327600,23281,77,29824,sequential
57,3,George,2767400,27678,77,29824,sequential
57,4,Jess,2750800,27512,77,29824,sequential
58,0,Marcus,2808400,28088,77,29824,sequential
58,1,Trey,2696700,26973,77,29824,sequential
58,2,Will,2573500,25739,77,29824,sequential
58,3,George,2765100,27655,77,29824,sequential
58,4,Jess,2854400,28548,77,29824,sequential
59,0,Marcus,2633200,26338,77,29824,sequential
59,1,Trey,2734900,27353,77,29824,sequential
59,2,Will,2510000,25104,77,29824,sequential
59,3,George,2329900,23301,77,29824,sequential
59,4,Jess,2499400,24997,77,29824,sequential
60,0,Marcus,2458000,24584,77,29824,sequential
60,1,Trey,2435300,24358,77,29824,sequential
60,2,Will,2474800,24751,77,29824,sequential
60,3,George,2586200,25865,77,29824,sequential
60,4,Jess,2417700,24181,77,29824,sequential
61,0,Marcus,2481400,24818,77,29824,sequential
61,1,Trey,2361600,23620,77,29824,sequential
61,2,Will,2446000,24463,77,29824,sequential
61,3,George,2433100,24336,77,29824,sequential
61,4,Jess,2602900,26034,77,29824,sequential
62,0,Marcus,2262800,22633,77,29824,sequential
62,1,Trey,2450700,24511,77,29824,sequential
62,2,Will,2787600,27880,77,29824,sequential
62,3,George,2773500,27739,77,29824,sequential
62,4,Jess,2321700,23220,77,29824,sequential
63,0,Marcus,2569700,25702,77,29824,sequential
63,1,Trey,2549100,25494,77,29824,sequential
63,2,Will,2996700,29973,77,29824,sequential
63,3,George,2890500,28910,77,29824,sequential
63,4,Jess,2438200,24386,77,29824,sequential
64,0,Marcus,2581600,25819,77,29824,sequential
64,1,Trey,2476300,24768,77,29824,sequential
64,2,Will,2286500,22869,77,29824,sequential
64,3,George,2719100,27194,77,29824,sequential
64,4,Jess,2814100,28146,77,29824,sequential
65,0,Marcus,2587300,25878,77,29824,sequential
65,1,Trey,2839400,28398,77,29824,sequential
65,2,Will,2446100,24466,77,29824,sequential
65,3,George,2323000,23234,77,29824,sequential
65,4,Jess,2511500,25119,77,29824,sequential
66,0,Marcus,2668100,26685,77,29824,sequential
66,1,Trey,2889800,28902,77,29824,sequential
66,2,Will,2378100,23785,77,29824,sequential
66,3,George,2287000,22874,77,29824,sequential
66,4,Jess,2314300,23147,77,29824,sequential
67,0,Marcus,2842100,28425,77,29824,sequential
67,1,Trey,2627900,26283,77,29824,sequential
67,2,Will,2412100,24124,77,29824,sequential
67,3,George,2646000,26464,77,29824,sequential
67,4,Jess,2321600,23219,77,29824,sequential
68,0,Marcus,2406500,24069,77,29824,sequential
68,1,Trey,2478200,24786,77,29824,sequential
68,2,Will,2364100,23646,77,29824,sequential
68,3,George,2342300,23427,77,29824,sequential
68,4,Jess,2406600,24070,77,29824,sequential
69,0,Marcus,2501300,25016,77,29824,sequential
69,1,Trey,2968100,29685,77,29824,sequential
69,2,Will,2460500,24611,77,29824,sequential
69,3,George,2509500,25099,77,29824,sequential
69,4,Jess,2533600,25340,77,29824,sequential
70,0,Marcus,2438100,24384,77,29824,sequential
70,1,Trey,2795200,27955,77,29824,sequential
70,2,Will,2576800,25773,77,29824,sequential
70,3,George,2401400,24016,77,29824,sequential
70,4,Jess,2380300,23807,77,29824,sequential
71,0,Marcus,2758700,27590,77,29824,sequential
71,1,Trey,2547800,25483,77,29824,sequential
71,2,Will,2459700,24602,77,29824,sequential
71,3,George,2371200,23716,77,29824,sequential
71,4,Jess,2257000,22573,77,29824,sequential
72,0,Marcus,2263300,22637,77,29824,sequential
72,1,Trey,2830100,28305,77,29824,sequential
72,2,Will,2733100,27335,77,29824,sequential
72,3,George,2711000,27116,77,29824,sequential
72,4,Jess,2554700,25551,77,29824,sequential
73,0,Marcus,2344600,23450,77,29824,sequential
73,1,Trey,2359100,23595,77,29824,sequential
73,2,Will,2424900,24252,77,29824,sequential
73,3,George,2687500,26878,77,29824,sequential
73,4,Jess,2623900,26243,77,29824,sequential
74,0,Marcus,2843000,28433,77,29824,sequential
74,1,Trey,2443100,24435,77,29824,sequential
74,2,Will,2426600,24271,77,29824,sequential
74,3,George,2916800,29174,77,29824,sequential
74,4,Jess,2670200,26707,77,29824,sequential
75,0,Marcus,2700800,27013,77,29824,sequential
75,1,Trey,2644700,26450,77,29824,sequential
75,2,Will,2810700,28112,77,29824,sequential
75,3,George,2982000,29825,79,32136,sequential
75,4,Jess,2648200,26486,77,29824,sequential
76,0,Marcus,2530500,25310,77,29824,sequential
76,1,Trey,2590600,25910,77,29824,sequential
76,2,Will,2327800,23281,77,29824,sequential
76,3,George,2551500,25519,77,29824,sequential
76,4,Jess,2462100,24626,77,29824,sequential
77,0,Marcus,2368800,23691,77,29824,sequential
77,1,Trey,2440800,24411,77,29824,sequential
77,2,Will,2294400,22949,77,29824,sequential
77,3,George,2845300,28457,77,29824,sequential
77,4,Jess,2709800,27102,77,29824,sequential
78,0,Marcus,2529900,25301,77,29824,sequential
78,1,Trey,2311800,23122,77,29824,sequential
78,2,Will,2371600,23719,77,29824,sequential
78,3,George,2252800,22531,77,29824,sequential
78,4,Jess,2304400,23047,77,29824,sequential
79,0,Marcus,2666900,26673,77,29824,sequential
79,1,Trey,2767900,27683,77,29824,sequential
79,2,Will,2636600,26370,77,29824,sequential
79,3,George,2692900,26936,77,29824,sequential
79,4,Jess,2602100,26025,77,29824,sequential
80,0,Marcus,2959400,29599,77,29824,sequential
80,1,Trey,2716100,27165,77,29824,sequential
80,2,Will,2670500,26710,77,29824,sequential
80,3,George,2660900,26613,77,29824,sequential
80,4,Jess,2344400,23446,77,29824,sequential
81,0,Marcus,2484600,24850,77,29824,sequential
81,1,Trey,2521300,25218,77,29824,sequential
81,2,Will,2294900,22952,77,29824,sequential
81,3,George,2423300,24239,77,29824,sequential
81,4,Jess,2543200,25437,77,29824,sequential
82,0,Marcus,2381400,23818,77,29824,sequential
82,1,Trey,2244500,22449,77,29824,sequential
82,2,Will,2377900,23784,77,29824,sequential
82,3,George,2665800,26662,77,29824,sequential
82,4,Jess,2575000,25754,77,29824,sequential
83,0,Marcus,2628300,26287,77,29824,sequential
83,1,Trey,2517300,25178,77,29824,sequential
83,2,Will,2468100,24683,77,29824,sequential
83,3,George,2308800,23092,77,29824,sequential
83,4,Jess,2658900,26593,77,29824,sequential
84,0,Marcus,2462300,24628,77,29824,sequential
84,1,Trey,2615700,26161,77,29824,sequential
84,2,Will,2635800,26362,77,29824,sequential
84,3,George,2681300,26817,77,29824,sequential
84,4,Jess,2517000,25175,77,29824,sequential
85,0,Marcus,2958600,29590,77,29824,sequential
85,1,Trey,2784200,27846,77,29824,sequential
85,2,Will,2473300,24737,77,29824,sequential
85,3,George,2780600,27810,77,29824,sequential
85,4,Jess,2494400,24949,77,29824,sequential
86,0,Marcus,2304400,23048,77,29824,sequential
86,1,Trey,2686600,26868,77,29824,sequential
86,2,Will,2607700,26083,77,29824,sequential
86,3,George,2730600,27312,77,29824,sequential
86,4,Jess,2755700,27563,77,29824,sequential
87,0,Marcus,2501600,25019,77,29824,sequential
87,1,Trey,2263700,22641,77,29824,sequential
87,2,Will,2976600,29770,77,29824,sequential
87,3,George,2568800,25693,77,29824,sequential
87,4,Jess,2716500,27169,77,29824,sequential
88,0,Marcus,2625000,26254,77,29824,sequential
88,1,Trey,2416700,24170,77,29824,sequential
88,2,Will,2589100,25896,77,29824,sequential
88,3,George,2579700,25800,77,29824,sequential
88,4,Jess,2323900,23244,77,29824,sequential
89,0,Marcus,2531900,25324,77,29824,sequential
89,1,Trey,2757500,27578,77,29824,sequential
89,2,Will,2514900,25152,77,29824,sequential
89,3,George,2291200,22915,77,29824,sequential
89,4,Jess,2370000,23704,77,29824,sequential
90,0,Marcus,2725600,27259,77,29824,sequential
90,1,Trey,2442300,24427,77,29824,sequential
90,2,Will,2777900,27783,77,29824,sequential
90,3,George,3162200,31626,77,29824,sequential
90,4,Jess,2664100,26646,77,29824,sequential
91,0,Marcus,2372100,23725,77,29824,sequential
91,1,Trey,2530500,25309,77,29824,sequential
91,2,Will,2408600,24089,77,29824,sequential
91,3,George,2478100,24784,77,29824,sequential
91,4,Jess,2333400,23339,77,29824,sequential
92,0,Marcus,2349400,23498,77,29824,sequential
92,1,Trey,2495100,24954,77,29824,sequential
92,2,Will,2480300,24807,77,29824,sequential
92,3,George,2772600,27731,77,29824,sequential
92,4,Jess,2636200,26367,77,29824,sequential
93,0,Marcus,2839600,28399,77,29824,sequential
93,1,Trey,2769100,27694,77,29824,sequential
93,2,Will,2590700,25909,77,29824,sequential
93,3,George,2389000,23893,77,29824,sequential
93,4,Jess,2690000,26902,77,29824,sequential
94,0,Marcus,3325100,33255,77,29824,sequential
94,1,Trey,2630400,26308,77,29824,sequential
94,2,Will,2629300,26299,77,29824,sequential
94,3,George,2656900,26574,77,29824,sequential
94,4,Jess,2570700,25712,77,29824,sequential
95,0,Marcus,2314500,23148,77,29824,sequential
95,1,Trey,2274700,22751,77,29824,sequential
95,2,Will,2766000,27664,77,29824,sequential
95,3,George,2483600,24840,77,29824,sequential
95,4,Jess,2510100,25105,77,29824,sequential
96,0,Marcus,2401800,24023,77,29824,sequential
96,1,Trey,2337600,23379,77,29824,sequential
96,2,Will,2631200,26316,77,29824,sequential
96,3,George,2613100,26134,77,29824,sequential
96,4,Jess,2615100,26156,77,29824,sequential
97,0,Marcus,2939000,29394,79,32136,sequential
97,1,Trey,2982300,29828,77,29824,sequential
97,2,Will,2589700,25902,77,29824,sequential
97,3,George,2719700,27201,77,29824,sequential
97,4,Jess,2513700,25142,77,29824,sequential
98,0,Marcus,2521500,25218,77,29824,sequential
98,1,Trey,2560200,25607,77,29824,sequential
98,2,Will,2622000,26225,77,29824,sequential
98,3,George,2235700,22361,77,29824,sequential
98,4,Jess,2587100,25875,77,29824,sequential
99,0,Marcus,2294800,22953,77,29824,sequential
99,1,Trey,2324000,23244,77,29824,sequential
99,2,Will,2369500,23698,77,29824,sequential
99,3,George,2431600,24321,77,29824,sequential
99,4,Jess,2449000,24493,77,29824,sequential
100,0,Marcus,2313400,23137,77,29824,sequential
100,1,Trey,2351400,23517,77,29824,sequential
100,2,Will,2441600,24419,77,29824,sequential
100,3,George,2587000,25874,77,29824,sequential
100,4,Jess,2336100,23364,77,29824,sequential
101,0,Marcus,2343100,23435,77,29824,sequential
101,1,Trey,2427800,24282,77,29824,sequential
101,2,Will,2301300,23017,77,29824,sequential
101,3,George,2390100,23904,77,29824,sequential
101,4,Jess,2523600,25239,77,29824,sequential
102,0,Marcus,2323100,23236,77,29824,sequential
102,1,Trey,2346800,23472,77,29824,sequential
102,2,Will,2357000,23573,77,29824,sequential
102,3,George,2390000,23903,77,29824,sequential
102,4,Jess,2313400,23137,77,29824,sequential
103,0,Marcus,2354600,23551,77,29824,sequential
103,1,Trey,2734900,27354,77,29824,sequential
103,2,Will,2441600,24420,77,29824,sequential
103,3,George,2340700,23411,77,29824,sequential
103,4,Jess,2322300,23225,77,29824,sequential
104,0,Marcus,2322200,23225,77,29824,sequential
104,1,Trey,2435300,24357,77,29824,sequential
104,2,Will,2651900,26523,77,29824,sequential
104,3,George,2385100,23854,77,29824,sequential
104,4,Jess,2331100,23315,77,29824,sequential
105,0,Marcus,2422100,24224,77,29824,sequential
105,1,Trey,2314800,23153,77,29824,sequential
105,2,Will,2428100,24285,77,29824,sequential
105,3,George,2271500,22720,77,29824,sequential
105,4,Jess,2342900,23433,77,29824,sequential
106,0,Marcus,2278700,22792,77,29824,sequential
106,1,Trey,2390200,23905,77,29824,sequential
106,2,Will,2361600,23620,77,29824,sequential
106,3,George,2343900,23444,77,29824,sequential
106,4,Jess,2408900,24093,77,29824,sequential
107,0,Marcus,2590600,25911,77,29824,sequential
107,1,Trey,2348800,23493,77,29824,sequential
107,2,Will,2335700,23360,77,29824,sequential
107,3,George,2555100,25555,77,29824,sequential
107,4,Jess,2585700,25861,77,29824,sequential
108,0,Marcus,2358000,23583,77,29824,sequential
108,1,Trey,2375500,23759,77,29824,sequential
108,2,Will,2294700,22950,77,29824,sequential
108,3,George,2344600,23450,77,29824,sequential
108,4,Jess,2318800,23191,77,29824,sequential
109,0,Marcus,2462500,24628,77,29824,sequential
109,1,Trey,2414000,24146,77,29824,sequential
109,2,Will,2363700,23641,77,29824,sequential
109,3,George,2307800,23082,77,29824,sequential
109,4,Jess,2343600,23440,77,29824,sequential
110,0,Marcus,2323200,23236,77,29824,sequential
110,1,Trey,2355000,23553,77,29824,sequential
110,2,Will,2297000,22974,77,29824,sequential
110,3,George,2286100,22866,77,29824,sequential
110,4,Jess,2375600,23760,77,29824,sequential
111,0,Marcus,2824400,28248,77,29824,sequential
111,1,Trey,2361300,23618,77,29824,sequential
111,2,Will,2339700,23401,77,29824,sequential
111,3,George,2356000,23564,77,29824,sequential
111,4,Jess,2775400,27758,77,29824,sequential
112,0,Marcus,2396100,23965,77,29824,sequential
112,1,Trey,2338100,23385,77,29824,sequential
112,2,Will,2317100,23175,77,29824,sequential
112,3,George,2581100,25816,77,29824,sequential
112,4,Jess,2309400,23097,77,29824,sequential
113,0,Marcus,2346000,23464,77,29824,sequential
113,1,Trey,2304900,23053,77,29824,sequential
113,2,Will,2301100,23013,77,29824,sequential
113,3,George,2314800,23153,77,29824,sequential
113,4,Jess,2448000,24484,77,29824,sequential
114,0,Marcus,2626800,26271,77,29824,sequential
114,1,Trey,2561200,25615,77,29824,sequential
114,2,Will,2643400,26437,77,29824,sequential
114,3,George,2321000,23214,77,29824,sequential
114,4,Jess,2326900,23273,77,29824,sequential
115,0,Marcus,2297600,22980,77,29824,sequential
115,1,Trey,2296200,22966,77,29824,sequential
115,2,Will,2326900,23273,77,29824,sequential
115,3,George,2333200,23336,77,29824,sequential
115,4,Jess,2335400,23357,77,29824,sequential
116,0,Marcus,2324600,23251,77,29824,sequential
116,1,Trey,2288000,22882,77,29824,sequential
116,2,Will,2399700,24000,77,29824,sequential
116,3,George,2283200,22836,77,29824,sequential
116,4,Jess,2317400,23177,77,29824,sequential
117,0,Marcus,2348700,23490,77,29824,sequential
117,1,Trey,2611100,26115,77,29824,sequential
117,2,Will,2296800,22972,77,29824,sequential
117,3,George,2698200,26985,77,29824,sequential
