run,candidate_idx,candidate_name,duration_ns,cpu_cycles,system
28,1,Trey,3498400,34987,secure
28,2,Will,2476600,24771,secure
28,3,George,2952100,29525,secure
28,4,Jess,2493200,24937,secure
29,0,Marcus,2782700,27831,secure
29,1,Trey,3162600,31630,secure
29,2,Will,3107100,31074,secure
29,3,George,2999500,29999,secure
29,4,Jess,2859000,28594,secure
30,0,Marcus,3366700,33671,secure
30,1,Trey,3048000,30485,secure
30,2,Will,3077100,30775,secure
30,3,George,3291100,32916,secure
30,4,Jess,3533800,35342,secure
31,0,Marcus,3306800,33073,secure
31,1,Trey,3234400,32349,secure
31,2,Will,3169000,31696,secure
31,3,George,4228800,42292,secure
31,4,Jess,3483600,34841,secure
32,0,Marcus,2386200,23867,secure
32,1,Trey,3021000,30214,secure
32,2,Will,2623400,26238,secure
32,3,George,3040800,30411,secure
32,4,Jess,2443300,24438,secure
33,0,Marcus,2538000,25385,secure
33,1,Trey,2237200,22375,secure
33,2,Will,2656300,26567,secure
33,3,George,2808000,28085,secure
33,4,Jess,3073000,30735,secure
34,0,Marcus,4052200,41333,secure
34,1,Trey,2514900,25155,secure
34,2,Will,4367700,43683,secure
34,3,George,2505700,25062,secure
34,4,Jess,2258500,22589,secure
35,0,Marcus,2218100,22186,secure
35,1,Trey,2853800,28548,secure
35,2,Will,3256900,32575,secure
35,3,George,3571600,35720,secure
35,4,Jess,2491300,24917,secure
36,0,Marcus,3809500,38099,secure
36,1,Trey,2842900,28433,secure
36,2,Will,3808000,38084,secure
36,3,George,3230500,32310,secure
36,4,Jess,3511700,35122,secure
37,0,Marcus,2743100,27436,secure
37,1,Trey,3005300,30059,secure
37,2,Will,2435000,24354,secure
37,3,George,3064100,30646,secure
37,4,Jess,4184600,41852,secure
38,0,Marcus,3798500,37989,secure
38,1,Trey,3638200,36386,secure
38,2,Will,2696500,26971,secure
38,3,George,3867300,38678,secure
38,4,Jess,3761000,37613,secure
39,0,Marcus,2806200,28066,secure
39,1,Trey,2759100,27594,secure
39,2,Will,3127600,31280,secure
39,3,George,3123500,31239,secure
39,4,Jess,3100200,31006,secure
40,0,Marcus,4005400,40058,secure
40,1,Trey,2463200,24637,secure
40,2,Will,2363300,23638,secure
40,3,George,4131400,41319,secure
40,4,Jess,4041100,40416,secure
41,0,Marcus,2353100,23535,secure
41,1,Trey,2601100,26015,secure
41,2,Will,4052800,40533,secure
41,3,George,2607400,26078,secure
41,4,Jess,3587800,35883,secure
42,0,Marcus,2609300,26098,secure
42,1,Trey,2471800,24722,secure
42,2,Will,2652000,26525,secure
42,3,George,2419600,24200,secure
42,4,Jess,2481100,24816,secure
43,0,Marcus,3212400,32128,secure
43,1,Trey,3404300,34047,secure
43,2,Will,3028500,30290,secure
43,3,George,2573200,25736,secure
43,4,Jess,2599900,26004,secure
44,0,Marcus,3109000,31093,secure
44,1,Trey,3413400,34139,secure
44,2,Will,3437500,34380,secure
44,3,George,3101500,31020,secure
44,4,Jess,2676800,26773,secure
45,0,Marcus,3531800,35322,secure
45,1,Trey,4153700,41542,secure
45,2,Will,2426200,24267,secure
45,3,George,2927000,29275,secure
45,4,Jess,2303100,23035,secure
46,0,Marcus,2739400,27399,secure
46,1,Trey,2607700,26082,secure
46,2,Will,2562400,25629,secure
46,3,George,2306000,23064,secure
46,4,Jess,2580800,25813,secure
47,0,Marcus,3268300,32689,secure
47,1,Trey,2979100,29795,secure
47,2,Will,2378500,23789,secure
47,3,George,2576600,26292,secure
47,4,Jess,2877700,28782,secure
48,0,Marcus,5995400,59958,secure
48,1,Trey,6955300,69557,secure
48,2,Will,2455400,24558,secure
48,3,George,2510400,25978,secure
48,4,Jess,2433800,24342,secure
49,0,Marcus,3167300,31679,secure
49,1,Trey,2961300,29618,secure
49,2,Will,2816600,28170,secure
49,3,George,3017300,30176,secure
49,4,Jess,3369100,33696,secure
50,0,Marcus,2641200,26416,secure
50,1,Trey,4171400,41718,secure
50,2,Will,3964300,39645,secure
50,3,George,2696100,26966,secure
50,4,Jess,2623000,26234,secure
51,0,Marcus,2520400,25208,secure
51,1,Trey,3389300,33896,secure
51,2,Will,2913900,29143,secure
51,3,George,3269800,32702,secure
51,4,Jess,2652800,26533,secure
52,0,Marcus,3314200,33146,secure
52,1,Trey,2971200,29716,secure
52,2,Will,2777600,27780,secure
52,3,George,2634500,26349,secure
52,4,Jess,2436000,24365,secure
53,0,Marcus,2322400,23228,secure
53,1,Trey,2321300,23219,secure
53,2,Will,2473900,24743,secure
53,3,George,2490700,24911,secure
53,4,Jess,2318400,23188,secure
54,0,Marcus,2423700,24241,secure
54,1,Trey,2486200,24866,secure
54,2,Will,3659100,36594,secure
54,3,George,2856000,28564,secure
54,4,Jess,3254100,32546,secure
55,0,Marcus,3832800,38333,secure
55,1,Trey,3645300,36463,secure
55,2,Will,2940000,29407,secure
55,3,George,4672100,46724,secure
55,4,Jess,2526800,25273,secure
56,0,Marcus,2277500,22779,secure
56,1,Trey,2498100,24985,secure
56,2,Will,2347800,23483,secure
56,3,George,2285500,22860,secure
56,4,Jess,2427400,24278,secure
57,0,Marcus,2541600,25420,secure
57,1,Trey,2300000,23004,secure
57,2,Will,2473700,24741,secure
57,3,George,2328500,23289,secure
57,4,Jess,2297200,22976,secure
58,0,Marcus,2955700,29561,secure
58,1,Trey,2369700,23702,secure
58,2,Will,2493300,24938,secure
58,3,George,2441900,24424,secure
58,4,Jess,3021600,30221,secure
59,0,Marcus,2280700,22810,secure
59,1,Trey,3422300,34226,secure
59,2,Will,2547400,25478,secure
59,3,George,4228100,43029,secure
59,4,Jess,3079100,30795,secure
60,0,Marcus,3239000,32396,secure
60,1,Trey,2314000,23144,secure
60,2,Will,3148700,32311,secure
60,3,George,3205000,32059,secure
60,4,Jess,2416300,24167,secure
61,0,Marcus,3268400,32688,secure
61,1,Trey,3051900,30524,secure
61,2,Will,2713900,27143,secure
61,3,George,2771700,27720,secure
61,4,Jess,2574000,25746,secure
62,0,Marcus,2925600,29261,secure
62,1,Trey,2399000,23995,secure
62,2,Will,3319100,33196,secure
62,3,George,3206600,32070,secure
62,4,Jess,2827500,28279,secure
63,0,Marcus,3498000,34983,secure
63,1,Trey,4021800,40222,secure
63,2,Will,3625600,36260,secure
63,3,George,3324400,33249,secure
63,4,Jess,3133800,31342,secure
64,0,Marcus,3071500,30719,secure
64,1,Trey,2314500,23150,secure
64,2,Will,2242400,22428,secure
64,3,George,3126600,31271,secure
64,4,Jess,2471100,24715,secure
65,0,Marcus,4520500,45209,secure
65,1,Trey,3070300,30709,secure
65,2,Will,2454400,24548,secure
65,3,George,2578000,25785,secure
65,4,Jess,3407100,34075,secure
66,0,Marcus,2871000,28715,secure
66,1,Trey,3414600,34150,secure
66,2,Will,3073000,30735,secure
66,3,George,3265100,32655,secure
66,4,Jess,3158600,31592,secure
67,0,Marcus,2990400,29908,secure
67,1,Trey,3338800,33393,secure
67,2,Will,3107700,31080,secure
67,3,George,3484500,34849,secure
67,4,Jess,3186800,31872,secure
68,0,Marcus,2693300,26938,secure
68,1,Trey,3192500,31929,secure
68,2,Will,2815200,28157,secure
68,3,George,2521100,25215,secure
68,4,Jess,3152200,31528,secure
69,0,Marcus,4335300,45332,secure
69,1,Trey,3921900,40269,secure
69,2,Will,3246300,32468,secure
69,3,George,3174600,31751,secure
69,4,Jess,3498900,34993,secure
70,0,Marcus,2621900,26223,secure
70,1,Trey,3047400,30480,secure
70,2,Will,2771900,27724,secure
70,3,George,2958200,29587,secure
70,4,Jess,2637900,26382,secure
71,0,Marcus,2514800,25153,secure
71,1,Trey,2486400,24869,secure
71,2,Will,2947700,29481,secure
71,3,George,2460900,24614,secure
71,4,Jess,2726300,27268,secure
72,0,Marcus,3403500,34040,secure
72,1,Trey,3926900,39274,secure
72,2,Will,3809000,38094,secure
72,3,George,3730800,37314,secure
72,4,Jess,4327200,43278,secure
73,0,Marcus,3016800,30174,secure
73,1,Trey,2471300,24717,secure
73,2,Will,5123500,51239,secure
73,3,George,2358500,23590,secure
73,4,Jess,3244600,32453,secure
74,0,Marcus,2841000,28414,secure
74,1,Trey,2918100,29185,secure
74,2,Will,3167700,31681,secure
74,3,George,3341900,33423,secure
74,4,Jess,3404700,34051,secure
75,0,Marcus,3972900,39735,secure
75,1,Trey,3458800,34591,secure
75,2,Will,4148500,41490,secure
75,3,George,4217200,42176,secure
75,4,Jess,2810100,28105,secure
76,0,Marcus,2692900,26933,secure
76,1,Trey,3043800,30442,secure
76,2,Will,2674800,26752,secure
76,3,George,3423200,34237,secure
76,4,Jess,2364500,23649,secure
77,0,Marcus,3696800,36972,secure
77,1,Trey,4603100,46036,secure
77,2,Will,4211100,42116,secure
77,3,George,3902200,39027,secure
77,4,Jess,4242400,42430,secure
78,0,Marcus,4587000,45874,secure
78,1,Trey,4134600,41352,secure
78,2,Will,3685600,36861,secure
78,3,George,3360800,33613,secure
78,4,Jess,3643500,36441,secure
79,0,Marcus,3918600,39192,secure
79,1,Trey,4002300,40029,secure
79,2,Will,3677700,36783,secure
79,3,George,4442500,44430,secure
79,4,Jess,3027300,30277,secure
80,0,Marcus,2325900,23263,secure
80,1,Trey,3589800,35904,secure
80,2,Will,2584000,25846,secure
80,3,George,4718800,47335,secure
80,4,Jess,3709600,37103,secure
81,0,Marcus,3727700,37281,secure
81,1,Trey,3944200,39447,secure
81,2,Will,4917200,49178,secure
81,3,George,2799000,27995,secure
81,4,Jess,4104900,41053,secure
82,0,Marcus,4462100,45181,secure
82,1,Trey,2684300,26848,secure
82,2,Will,3538500,35390,secure
82,3,George,2796000,27964,secure
82,4,Jess,3567000,35675,secure
83,0,Marcus,4197400,41978,secure
83,1,Trey,3315100,33155,secure
83,2,Will,3747600,37481,secure
83,3,George,2999100,29997,secure
83,4,Jess,3128200,31286,secure
84,0,Marcus,2894100,28946,secure
84,1,Trey,2412300,24128,secure
84,2,Will,3638800,37486,secure
84,3,George,3345600,34116,secure
84,4,Jess,2976800,29772,secure
85,0,Marcus,4569300,45698,secure
85,1,Trey,5143400,51439,secure
85,2,Will,4639600,46400,secure
85,3,George,4980900,49817,secure
85,4,Jess,4849100,48496,secure
86,0,Marcus,5430900,54312,secure
86,1,Trey,4391000,43915,secure
86,2,Will,2970600,29710,secure
86,3,George,4692900,46934,secure
86,4,Jess,5388500,53889,secure
87,0,Marcus,2907000,29073,secure
87,1,Trey,2361900,23624,secure
87,2,Will,3262900,32635,secure
87,3,George,2664800,26652,secure
87,4,Jess,2939500,29400,secure
88,0,Marcus,3386800,33873,secure
88,1,Trey,4132300,41328,secure
88,2,Will,4547700,45482,secure
88,3,George,2457100,24576,secure
88,4,Jess,2880300,28807,secure
89,0,Marcus,4056400,40568,secure
89,1,Trey,2747000,27475,secure
89,2,Will,2766600,27672,secure
89,3,George,4076600,40771,secure
89,4,Jess,3354000,33546,secure
90,0,Marcus,2663600,26641,secure
90,1,Trey,2963800,29642,secure
90,2,Will,3590000,35906,secure
90,3,George,2959300,29598,secure
90,4,Jess,2950800,29512,secure
91,0,Marcus,3283000,33820,secure
91,1,Trey,3965500,40334,secure
91,2,Will,2781200,29869,secure
91,3,George,3017100,30175,secure
91,4,Jess,4684800,46852,secure
92,0,Marcus,3147700,31482,secure
92,1,Trey,3388100,33884,secure
92,2,Will,3387200,33877,secure
92,3,George,4062300,40753,secure
92,4,Jess,6120100,61206,secure
93,0,Marcus,3321100,33215,secure
93,1,Trey,4311600,43121,secure
93,2,Will,3571200,35715,secure
93,3,George,3503500,35041,secure
93,4,Jess,3097900,30983,secure
94,0,Marcus,3329700,33302,secure
94,1,Trey,3171500,31719,secure
94,2,Will,3159000,31862,secure
94,3,George,4288700,42892,secure
94,4,Jess,2558300,25588,secure
95,0,Marcus,3326900,33275,secure
95,1,Trey,4088500,40890,secure
95,2,Will,3633200,36336,secure
95,3,George,3100100,31005,secure
95,4,Jess,3573200,35736,secure
96,0,Marcus,2935800,29362,secure
96,1,Trey,3443000,34434,secure
96,2,Will,3659200,36596,secure
96,3,George,3497000,34975,secure
96,4,Jess,3535100,35355,secure
97,0,Marcus,3502200,35135,secure
97,1,Trey,2795500,27960,secure
97,2,Will,2711800,27122,secure
97,3,George,2879400,28798,secure
97,4,Jess,2892200,28925,secure
98,0,Marcus,3611100,36116,secure
98,1,Trey,3880700,38811,secure
98,2,Will,3019600,30201,secure
98,3,George,2572600,25731,secure
98,4,Jess,3206800,32071,secure
99,0,Marcus,3652100,36526,secure
99,1,Trey,3643200,36437,secure
99,2,Will,3611800,36123,secure
99,3,George,3708200,37086,secure
99,4,Jess,3912800,39132,secure
100,0,Marcus,4940900,49415,secure
100,1,Trey,5600900,56013,secure
100,2,Will,5087800,50883,secure
100,3,George,4273000,42736,secure
100,4,Jess,5080700,50810,secure
101,0,Marcus,3175000,31755,secure
101,1,Trey,2873100,28734,secure
101,2,Will,3159900,31604,secure
101,3,George,3875600,38761,secure
101,4,Jess,3090900,30914,secure
102,0,Marcus,4822000,48225,secure
102,1,Trey,2994300,29948,secure
102,2,Will,5043900,50442,secure
102,3,George,2968600,29691,secure
102,4,Jess,2571600,25720,secure
103,0,Marcus,3085400,30858,secure
103,1,Trey,3820500,38314,secure
103,2,Will,4039700,40403,secure
103,3,George,2474700,24753,secure
103,4,Jess,3350500,34237,secure
104,0,Marcus,4523600,45747,secure
104,1,Trey,3291800,32925,secure
104,2,Will,4553100,45535,secure
104,3,George,4269500,42699,secure
104,4,Jess,4166400,41672,secure
105,0,Marcus,4626500,46270,secure
105,1,Trey,2440400,24408,secure
105,2,Will,2595500,25961,secure
105,3,George,2622200,26227,secure
105,4,Jess,4419100,44195,secure
106,0,Marcus,4939200,49397,secure
106,1,Trey,3428900,34293,secure
106,2,Will,2199600,22000,secure
106,3,George,4634000,46345,secure
106,4,Jess,4302100,43025,secure
107,0,Marcus,2492600,24930,secure
107,1,Trey,4649600,46501,secure
107,2,Will,4548700,45493,secure
107,3,George,3198200,31988,secure
107,4,Jess,3247800,32481,secure
108,0,Marcus,3295600,32961,secure
108,1,Trey,3674400,36750,secure
108,2,Will,5392100,54751,secure
108,3,George,3346300,33467,secure
108,4,Jess,3927400,39279,secure
109,0,Marcus,4471600,44721,secure
109,1,Trey,3480900,34814,secure
109,2,Will,2625600,26260,secure
109,3,George,4278700,42792,secure
109,4,Jess,2486200,24868,secure
110,0,Marcus,3338900,33393,secure
110,1,Trey,3153000,31535,secure
110,2,Will,3330600,33311,secure
110,3,George,2956700,29571,secure
110,4,Jess,2731000,27316,secure
111,0,Marcus,2893000,28934,secure
111,1,Trey,4354700,43552,secure
111,2,Will,3091500,30919,secure
111,3,George,2719600,27200,secure
111,4,Jess,4307900,43084,secure
112,0,Marcus,3239000,32394,secure
112,1,Trey,3477800,34782,secure
112,2,Will,3532000,35325,secure
112,3,George,3577000,35776,secure
112,4,Jess,4340100,43404,secure
113,0,Marcus,3265000,32654,secure
113,1,Trey,3380100,33806,secure
113,2,Will,3969100,39694,secure
113,3,George,3042800,30434,secure
113,4,Jess,3427900,34284,secure
114,0,Marcus,3070600,30711,secure
114,1,Trey,4247700,42609,secure
114,2,Will,4632000,47060,secure
114,3,George,3146300,31467,secure
114,4,Jess,2287700,22881,secure
115,0,Marcus,3960900,39613,secure
115,1,Trey,3221700,32224,secure
115,2,Will,3531600,35320,secure
115,3,George,3595200,35956,secure
115,4,Jess,2860500,28611,secure
116,0,Marcus,2543900,25444,secure
116,1,Trey,3480800,34813,secure
116,2,Will,3717100,37177,secure
116,3,George,3805000,38055,secure
116,4,Jess,3514200,35148,secure
117,0,Marcus,3902700,39032,secure
117,1,Trey,2694600,26950,secure
117,2,Will,3675000,36756,secure
117,3,George,3524900,35254,secure
117,4,Jess,4075700,40759,secure
118,0,Marcus,4703300,47037,secure
118,1,Trey,4521500,45221,secure
118,2,Will,2565700,25663,secure
118,3,George,2786800,27873,secure
118,4,Jess,2884100,28847,secure
119,0,Marcus,3134600,31351,secure
119,1,Trey,3144000,31445,secure
119,2,Will,4309500,43099,secure
119,3,George,3578000,35785,secure
119,4,Jess,2801300,28019,secure
120,0,Marcus,6432300,64327,secure
120,1,Trey,3194800,31953,secure
120,2,Will,4141000,41413,secure
120,3,George,7396300,73967,secure
120,4,Jess,2611300,26118,secure
121,0,Marcus,3120100,31205,secure
121,1,Trey,2596600,25971,secure
121,2,Will,3081900,30824,secure
121,3,George,2670000,26705,secure
121,4,Jess,2626500,26270,secure
122,0,Marcus,5568200,55685,secure
122,1,Trey,3365800,33662,secure
122,2,Will,2968200,29686,secure
122,3,George,3758300,37587,secure
122,4,Jess,6192300,61929,secure
123,0,Marcus,5090200,50907,secure
123,1,Trey,4224400,42249,secure
123,2,Will,2710000,27105,secure
123,3,George,3847200,38475,secure
123,4,Jess,3568700,35692,secure
124,0,Marcus,3056900,30574,secure
124,1,Trey,2515800,25163,secure
124,2,Will,3878000,38784,secure
124,3,George,3348200,33485,secure
124,4,Jess,2402600,24030,secure
125,0,Marcus,3666100,36666,secure
125,1,Trey,3793600,37941,secure
125,2,Will,3780200,37807,secure
125,3,George,3934100,39345,secure
125,4,Jess,3181900,31824,secure
126,0,Marcus,3620600,36354,secure
126,1,Trey,3055000,30557,secure
126,2,Will,2837200,28379,secure
126,3,George,2905200,29057,secure
126,4,Jess,3476800,34773,secure
127,0,Marcus,2644700,26452,secure
127,1,Trey,3892200,39421,secure
127,2,Will,2966700,29669,secure
127,3,George,2502100,25026,secure
127,4,Jess,4561600,45621,secure
128,0,Marcus,4249800,43211,secure
128,1,Trey,4081000,40814,secure
128,2,Will,3699600,37001,secure
128,3,George,3864200,38646,secure
128,4,Jess,4546100,46061,secure
129,0,Marcus,2830600,28312,secure
129,1,Trey,2851200,28516,secure
129,2,Will,4868400,48688,secure
129,3,George,4840500,48410,secure
129,4,Jess,2718900,27193,secure
130,0,Marcus,3727900,37283,secure
130,1,Trey,3540900,35413,secure
130,2,Will,4325200,43258,secure
130,3,George,5116600,51170,secure
130,4,Jess,2757100,27575,secure
131,0,Marcus,2585700,25861,secure
131,1,Trey,3185500,31859,secure
131,2,Will,2668300,26687,secure
131,3,George,3491100,34915,secure
131,4,Jess,3133500,31340,secure
132,0,Marcus,3548100,35487,secure
132,1,Trey,3565500,35659,secure
132,2,Will,2976800,29771,secure
132,3,George,3139700,31402,secure
132,4,Jess,2969300,29697,secure
133,0,Marcus,3146600,31473,secure
133,1,Trey,3839200,38396,secure
133,2,Will,2689900,26904,secure
133,3,George,4639500,46399,secure
133,4,Jess,3965800,39663,secure
134,0,Marcus,3680100,36805,secure
134,1,Trey,3125700,31262,secure
134,2,Will,3473900,34744,secure
134,3,George,2967600,29682,secure
134,4,Jess,3668600,36690,secure
135,0,Marcus,3745300,37459,secure
135,1,Trey,2892800,28934,secure
135,2,Will,2495100,24956,secure
135,3,George,2399100,23996,secure
135,4,Jess,2992000,29924,secure
136,0,Marcus,3783800,37843,secure
136,1,Trey,3554600,35550,secure
136,2,Will,3654100,36544,secure
136,3,George,3469800,34703,secure
136,4,Jess,3567000,35675,secure
137,0,Marcus,3587300,35881,secure
137,1,Trey,3024300,30859,secure
137,2,Will,4440700,44413,secure
137,3,George,4735500,47359,secure
137,4,Jess,3663600,36641,secure
138,0,Marcus,3946400,39468,secure
138,1,Trey,4093000,40936,secure
138,2,Will,3948100,39486,secure
138,3,George,4403900,44044,secure
138,4,Jess,2600600,26010,secure
139,0,Marcus,3147700,31482,secure
139,1,Trey,3327700,33281,secure
139,2,Will,3242200,32427,secure
139,3,George,3063600,30640,secure
139,4,Jess,3031100,30318,secure
140,0,Marcus,3650800,36513,secure
140,1,Trey,4205200,42058,secure
140,2,Will,3580100,35804,secure
140,3,George,2734600,27351,secure
140,4,Jess,4228300,42285,secure
141,0,Marcus,4041000,40414,secure
141,1,Trey,3645500,36458,secure
141,2,Will,3550300,35508,secure
141,3,George,3397600,33981,secure
141,4,Jess,3622100,36225,secure
142,0,Marcus,4502900,45033,secure
142,1,Trey,3942700,39432,secure
142,2,Will,4394700,43950,secure
142,3,George,4169100,41697,secure
142,4,Jess,4386800,43871,secure
143,0,Marcus,5609400,56099,secure
143,1,Trey,5546600,55470,secure
143,2,Will,5685500,56858,secure
143,3,George,3891800,40147,secure
143,4,Jess,4112400,41667,secure
144,0,Marcus,4576500,45770,secure
144,1,Trey,3529300,35299,secure
144,2,Will,4585800,45861,secure
144,3,George,4736900,47374,secure
144,4,Jess,3422800,34234,secure
145,0,Marcus,3352300,34125,secure
145,1,Trey,4786100,47866,secure
145,2,Will,3724700,37251,secure
145,3,George,3803100,38034,secure
145,4,Jess,4928700,49292,secure
146,0,Marcus,4652400,46529,secure
146,1,Trey,3220800,32213,secure
146,2,Will,2833200,28338,secure
146,3,George,4292800,42932,secure
146,4,Jess,3512700,35129,secure
147,0,Marcus,3424700,34252,secure
147,1,Trey,4513200,45134,secure
147,2,Will,3925600,39259,secure
147,3,George,2891200,28916,secure
147,4,Jess,3530700,35311,secure
148,0,Marcus,3384600,33849,secure
148,1,Trey,3152300,31528,secure
148,2,Will,3088200,30889,secure
148,3,George,3827300,38278,secure
148,4,Jess,2847500,28479,secure
149,0,Marcus,3274200,32747,secure
149,1,Trey,3579500,35798,secure
149,2,Will,3942200,39426,secure
149,3,George,2776600,27770,secure
149,4,Jess,3511000,35115,secure
150,0,Marcus,3504300,35048,secure
150,1,Trey,2968700,29692,secure
150,2,Will,2932700,29332,secure
150,3,George,3083700,30841,secure
150,4,Jess,3456600,34572,secure
151,0,Marcus,3227000,32275,secure
151,1,Trey,2910000,29105,secure
151,2,Will,3262800,32633,secure
151,3,George,2724900,27253,secure
151,4,Jess,3739000,37393,secure
152,0,Marcus,2910400,29107,secure
152,1,Trey,3739200,37397,secure
152,2,Will,3675900,36764,secure
152,3,George,2347000,23475,secure
152,4,Jess,2505800,25063,secure
153,0,Marcus,4420200,44206,secure
153,1,Trey,2761000,27615,secure
153,2,Will,4304400,43047,secure
153,3,George,4043700,40442,secure
153,4,Jess,3792900,37935,secure
154,0,Marcus,3200400,32007,secure
154,1,Trey,4964700,49653,secure
154,2,Will,3358100,33586,secure
154,3,George,3041500,30420,secure
154,4,Jess,3568600,35691,secure
155,0,Marcus,2425900,24263,secure
155,1,Trey,2515600,25160,secure
155,2,Will,2773700,27741,secure
155,3,George,2792800,27932,secure
155,4,Jess,2485400,24858,secure
156,0,Marcus,4856200,48567,secure
156,1,Trey,3658500,36588,secure
156,2,Will,3103300,31038,secure
156,3,George,3475600,34761,secure
156,4,Jess,4430200,45246,secure
157,0,Marcus,2479900,24804,secure
157,1,Trey,3152400,31528,secure
157,2,Will,3274200,32747,secure
157,3,George,3023100,30236,secure
157,4,Jess,2446500,24470,secure
158,0,Marcus,3353800,33544,secure
