run,candidate_idx,candidate_name,duration_ns,cpu_cycles,system
40,4,Jess,2793800,27941,parallel
41,0,Marcus,2398700,23991,parallel
41,1,Trey,2578200,25785,parallel
41,2,Will,2840600,28409,parallel
41,3,George,2289000,22894,parallel
41,4,Jess,2788400,27889,parallel
42,0,Marcus,2286000,22862,parallel
42,1,Trey,2284600,22850,parallel
42,2,Will,3562900,35631,parallel
42,3,George,2276500,22768,parallel
42,4,Jess,3320800,33212,parallel
43,0,Marcus,2313400,23137,parallel
43,1,Trey,2847000,28471,parallel
43,2,Will,2829100,28294,parallel
43,3,George,2326300,23266,parallel
43,4,Jess,2361600,23620,parallel
44,0,Marcus,3085700,30861,parallel
44,1,Trey,3044700,30451,parallel
44,2,Will,3069800,30702,parallel
44,3,George,3034100,30345,parallel
44,4,Jess,2308000,23083,parallel
45,0,Marcus,2424800,24251,parallel
45,1,Trey,2528100,25284,parallel
45,2,Will,2395100,23955,parallel
45,3,George,2295400,22957,parallel
45,4,Jess,2817800,28182,parallel
46,0,Marcus,2260300,22607,parallel
46,1,Trey,2351700,23520,parallel
46,2,Will,3085300,30857,parallel
46,3,George,3051800,30523,parallel
46,4,Jess,2271400,22718,parallel
47,0,Marcus,3157200,31577,parallel
47,1,Trey,2284200,22846,parallel
47,2,Will,2378200,23786,parallel
47,3,George,2381500,23819,parallel
47,4,Jess,3052100,30525,parallel
48,0,Marcus,2259300,22597,parallel
48,1,Trey,2272300,22727,parallel
48,2,Will,2282500,22829,parallel
48,3,George,2269500,22698,parallel
48,4,Jess,2297700,22981,parallel
49,0,Marcus,2294600,22948,parallel
49,1,Trey,2325600,23260,parallel
49,2,Will,2872100,28723,parallel
49,3,George,2840800,28412,parallel
49,4,Jess,2514600,25150,parallel
50,0,Marcus,3450800,34512,parallel
50,1,Trey,2758300,27587,parallel
50,2,Will,2360700,23611,parallel
50,3,George,2311800,23122,parallel
50,4,Jess,2265900,22663,parallel
51,0,Marcus,2501900,25022,parallel
51,1,Trey,4241800,42422,parallel
51,2,Will,2306400,23068,parallel
51,3,George,2808300,28087,parallel
51,4,Jess,3792000,37926,parallel
52,0,Marcus,3242900,32432,parallel
52,1,Trey,3097200,30976,parallel
52,2,Will,2774100,27746,parallel
52,3,George,2653200,26537,parallel
52,4,Jess,2743300,27438,parallel
53,0,Marcus,2821800,28223,parallel
53,1,Trey,2617600,26180,parallel
53,2,Will,2457600,24579,parallel
53,3,George,2775400,27758,parallel
53,4,Jess,2561800,25623,parallel
54,0,Marcus,2817000,28173,parallel
54,1,Trey,2318600,23190,parallel
54,2,Will,2313400,23138,parallel
54,3,George,2587500,25879,parallel
54,4,Jess,2816200,28166,parallel
55,0,Marcus,2268100,22684,parallel
55,1,Trey,2273400,22738,parallel
55,2,Will,2269600,22700,parallel
55,3,George,2290400,22908,parallel
55,4,Jess,2296600,22970,parallel
56,0,Marcus,2329600,23300,parallel
56,1,Trey,3648100,36487,parallel
56,2,Will,3354700,33549,parallel
56,3,George,2297700,22981,parallel
56,4,Jess,2907000,29074,parallel
57,0,Marcus,2325900,23263,parallel
57,1,Trey,2347100,23476,parallel
57,2,Will,2770800,27712,parallel
57,3,George,2365400,23658,parallel
57,4,Jess,2769800,27702,parallel
58,0,Marcus,3568400,35688,parallel
58,1,Trey,3089000,30893,parallel
58,2,Will,3447300,34475,parallel
58,3,George,3640400,36408,parallel
58,4,Jess,3734200,37346,parallel
59,0,Marcus,2350400,23507,parallel
59,1,Trey,2901300,29015,parallel
59,2,Will,2379900,23803,parallel
59,3,George,2888600,28890,parallel
59,4,Jess,2373000,23734,parallel
60,0,Marcus,2457800,24582,parallel
60,1,Trey,2286000,22865,parallel
60,2,Will,2278800,22793,parallel
60,3,George,2268200,22686,parallel
60,4,Jess,2393700,23940,parallel
61,0,Marcus,2340300,23407,parallel
61,1,Trey,2305300,23056,parallel
61,2,Will,2633900,26343,parallel
61,3,George,2845600,28460,parallel
61,4,Jess,3174600,31748,parallel
62,0,Marcus,3167900,31683,parallel
62,1,Trey,2305100,23055,parallel
62,2,Will,3168900,31692,parallel
62,3,George,2393500,23939,parallel
62,4,Jess,2314400,23148,parallel
63,0,Marcus,2762100,27624,parallel
63,1,Trey,2327100,23275,parallel
63,2,Will,2283700,22839,parallel
63,3,George,3231500,32319,parallel
63,4,Jess,3727300,37277,parallel
64,0,Marcus,2312000,23125,parallel
64,1,Trey,2780000,27804,parallel
64,2,Will,2777400,27778,parallel
64,3,George,2296000,22963,parallel
64,4,Jess,2294700,22950,parallel
65,0,Marcus,2317700,23179,parallel
65,1,Trey,2468500,24689,parallel
65,2,Will,2267200,22676,parallel
65,3,George,2443900,24443,parallel
65,4,Jess,2289000,22894,parallel
66,0,Marcus,3129800,31302,parallel
66,1,Trey,2630100,26305,parallel
66,2,Will,3136200,31365,parallel
66,3,George,2512800,25132,parallel
66,4,Jess,2292300,22927,parallel
67,0,Marcus,2358800,23591,parallel
67,1,Trey,2300400,23006,parallel
67,2,Will,2497000,24974,parallel
67,3,George,2520700,25210,parallel
67,4,Jess,2332300,23326,parallel
68,0,Marcus,2255800,22562,parallel
68,1,Trey,2315400,23158,parallel
68,2,Will,2276500,22769,parallel
68,3,George,2330500,23309,parallel
68,4,Jess,2295800,22962,parallel
69,0,Marcus,3306500,33069,parallel
69,1,Trey,3061300,30616,parallel
69,2,Will,2334500,23349,parallel
69,3,George,3246500,32469,parallel
69,4,Jess,3125300,31257,parallel
70,0,Marcus,2407700,24080,parallel
70,1,Trey,3668700,36692,parallel
70,2,Will,3678200,36786,parallel
70,3,George,2405300,24057,parallel
70,4,Jess,2297900,22983,parallel
71,0,Marcus,2303400,23038,parallel
71,1,Trey,2452600,24531,parallel
71,2,Will,2318200,23186,parallel
71,3,George,2576800,25773,parallel
71,4,Jess,2432700,24331,parallel
72,0,Marcus,2776100,27763,parallel
72,1,Trey,2799700,28000,parallel
72,2,Will,2502300,25026,parallel
72,3,George,2286400,22868,parallel
72,4,Jess,2478100,24785,parallel
73,0,Marcus,3095500,30958,parallel
73,1,Trey,2512400,25127,parallel
73,2,Will,2305400,23058,parallel
73,3,George,2608400,26088,parallel
73,4,Jess,2785500,27858,parallel
74,0,Marcus,3196000,31965,parallel
74,1,Trey,3313600,33141,parallel
74,2,Will,3398600,33989,parallel
74,3,George,2438700,24389,parallel
74,4,Jess,3084400,30848,parallel
75,0,Marcus,2589100,25895,parallel
75,1,Trey,2464000,24645,parallel
75,2,Will,2325700,23259,parallel
75,3,George,2399200,23996,parallel
75,4,Jess,2328900,23292,parallel
76,0,Marcus,2297600,22980,parallel
76,1,Trey,2512900,25133,parallel
76,2,Will,2302300,23025,parallel
76,3,George,2324000,23244,parallel
76,4,Jess,2488000,24884,parallel
77,0,Marcus,2717300,27176,parallel
77,1,Trey,2739200,27397,parallel
77,2,Will,3009000,30094,parallel
77,3,George,2806300,28677,parallel
77,4,Jess,2854300,28545,parallel
78,0,Marcus,2305000,23054,parallel
78,1,Trey,3318000,33184,parallel
78,2,Will,3324500,33249,parallel
78,3,George,2374400,23748,parallel
78,4,Jess,2432900,24332,parallel
79,0,Marcus,2458800,24592,parallel
79,1,Trey,2483600,24840,parallel
79,2,Will,3053200,30537,parallel
79,3,George,2790500,27910,parallel
79,4,Jess,2888700,28890,parallel
80,0,Marcus,2395800,23963,parallel
80,1,Trey,2553300,25537,parallel
80,2,Will,2405900,24065,parallel
80,3,George,2324900,23252,parallel
80,4,Jess,3779800,37802,parallel
81,0,Marcus,3884900,38853,parallel
81,1,Trey,3919200,39196,parallel
81,2,Will,2383500,23839,parallel
81,3,George,2320200,23204,parallel
81,4,Jess,2451300,24517,parallel
82,0,Marcus,3641800,36421,parallel
82,1,Trey,3326800,33272,parallel
82,2,Will,2716900,27172,parallel
82,3,George,2526500,25269,parallel
82,4,Jess,2314000,23144,parallel
83,0,Marcus,3394000,33944,parallel
83,1,Trey,2290700,22910,parallel
83,2,Will,3051900,30523,parallel
83,3,George,2386000,23864,parallel
83,4,Jess,2514000,25143,parallel
84,0,Marcus,2301300,23015,parallel
84,1,Trey,2527700,25281,parallel
84,2,Will,4164300,41648,parallel
84,3,George,4234800,42352,parallel
84,4,Jess,2354700,23551,parallel
85,0,Marcus,4116100,41165,parallel
85,1,Trey,2477000,24775,parallel
85,2,Will,2486900,24873,parallel
85,3,George,2297300,22977,parallel
85,4,Jess,3806900,38073,parallel
86,0,Marcus,3231800,32321,parallel
86,1,Trey,2649200,26497,parallel
86,2,Will,2404400,24048,parallel
86,3,George,3232700,32330,parallel
86,4,Jess,2295800,22961,parallel
87,0,Marcus,2325100,23255,parallel
87,1,Trey,2284400,22848,parallel
87,2,Will,2395000,23955,parallel
87,3,George,2387200,23875,parallel
87,4,Jess,2527900,25282,parallel
88,0,Marcus,2545000,25454,parallel
88,1,Trey,2438500,24389,parallel
88,2,Will,2264400,22648,parallel
88,3,George,2581200,25815,parallel
88,4,Jess,2527600,25285,parallel
89,0,Marcus,2739000,27393,parallel
89,1,Trey,2487400,24878,parallel
89,2,Will,2341900,23422,parallel
89,3,George,2326500,23269,parallel
89,4,Jess,2754700,27551,parallel
90,0,Marcus,2280100,22804,parallel
90,1,Trey,2344500,23449,parallel
90,2,Will,2284500,22847,parallel
90,3,George,2263400,22637,parallel
90,4,Jess,2329700,23300,parallel
91,0,Marcus,2370600,23710,parallel
91,1,Trey,2348300,23488,parallel
91,2,Will,2313100,23135,parallel
91,3,George,3335600,33358,parallel
91,4,Jess,3391300,33917,parallel
92,0,Marcus,2421600,24220,parallel
92,1,Trey,3373400,33737,parallel
92,2,Will,2306500,23068,parallel
92,3,George,2325800,23261,parallel
92,4,Jess,3507500,35080,parallel
93,0,Marcus,2299500,22998,parallel
93,1,Trey,2349600,23501,parallel
93,2,Will,2572600,25729,parallel
93,3,George,2405000,24055,parallel
93,4,Jess,2469100,24695,parallel
94,0,Marcus,3302100,33024,parallel
94,1,Trey,2286800,22873,parallel
94,2,Will,2334700,23350,parallel
94,3,George,2295900,22964,parallel
94,4,Jess,3521300,35215,parallel
95,0,Marcus,2320100,23207,parallel
95,1,Trey,3346000,33463,parallel
95,2,Will,3045900,30463,parallel
95,3,George,2603800,26042,parallel
95,4,Jess,2786500,27867,parallel
96,0,Marcus,2281800,22821,parallel
96,1,Trey,2763200,27634,parallel
96,2,Will,2301200,23015,parallel
96,3,George,2725300,27258,parallel
96,4,Jess,2315600,23161,parallel
97,0,Marcus,2817400,28178,parallel
97,1,Trey,2606900,26072,parallel
97,2,Will,2657600,26580,parallel
97,3,George,3046700,30470,parallel
97,4,Jess,2794300,27946,parallel
98,0,Marcus,3100000,31004,parallel
98,1,Trey,2365200,23655,parallel
98,2,Will,2518200,25184,parallel
98,3,George,3124600,31250,parallel
98,4,Jess,2362200,23627,parallel
99,0,Marcus,3475500,34760,parallel
99,1,Trey,4710500,47109,parallel
99,2,Will,4715900,47164,parallel
99,3,George,2370600,23710,parallel
99,4,Jess,3438500,34389,parallel
100,0,Marcus,2373700,23741,parallel
100,1,Trey,2456300,24568,parallel
100,2,Will,2434100,24346,parallel
100,3,George,2392400,23928,parallel
100,4,Jess,2287400,22878,parallel
101,0,Marcus,2315000,23154,parallel
101,1,Trey,2755900,27562,parallel
101,2,Will,2414400,24148,parallel
101,3,George,2775000,27753,parallel
101,4,Jess,2315900,23163,parallel
102,0,Marcus,2608700,26090,parallel
102,1,Trey,2294500,22949,parallel
102,2,Will,3775300,37757,parallel
102,3,George,2281200,22816,parallel
102,4,Jess,3292500,32928,parallel
103,0,Marcus,2952100,29526,parallel
103,1,Trey,2346700,23471,parallel
103,2,Will,2318800,23191,parallel
103,3,George,2306500,23068,parallel
103,4,Jess,2976500,29767,parallel
104,0,Marcus,2433300,24337,parallel
104,1,Trey,2396400,23969,parallel
104,2,Will,2511000,25115,parallel
104,3,George,2595500,25958,parallel
104,4,Jess,2292500,22928,parallel
105,0,Marcus,3044500,30447,parallel
105,1,Trey,2323900,23242,parallel
105,2,Will,2315100,23154,parallel
105,3,George,2675700,26760,parallel
105,4,Jess,2999700,30002,parallel
106,0,Marcus,2802500,28029,parallel
106,1,Trey,2825700,28262,parallel
106,2,Will,3041500,30419,parallel
106,3,George,2929100,29295,parallel
106,4,Jess,2344900,23453,parallel
107,0,Marcus,3246900,32474,parallel
107,1,Trey,4024300,40245,parallel
107,2,Will,2440700,24411,parallel
107,3,George,3589500,35900,parallel
107,4,Jess,2557400,25578,parallel
108,0,Marcus,4082900,40834,parallel
108,1,Trey,2513300,25137,parallel
108,2,Will,3628700,36291,parallel
108,3,George,2487500,24879,parallel
108,4,Jess,2865600,28661,parallel
109,0,Marcus,2710200,27107,parallel
109,1,Trey,2544900,25453,parallel
109,2,Will,2455100,24555,parallel
109,3,George,2629800,26303,parallel
109,4,Jess,2353100,23533,parallel
110,0,Marcus,3130400,31307,parallel
110,1,Trey,3253900,32542,parallel
110,2,Will,4071600,40720,parallel
110,3,George,2320100,23203,parallel
110,4,Jess,2346700,23470,parallel
111,0,Marcus,2359900,23602,parallel
111,1,Trey,2531600,25322,parallel
111,2,Will,3251600,32519,parallel
111,3,George,2457400,24578,parallel
111,4,Jess,3060000,30605,parallel
112,0,Marcus,3166200,31666,parallel
112,1,Trey,3430100,34305,parallel
112,2,Will,2818700,28192,parallel
112,3,George,2802200,28026,parallel
112,4,Jess,2315800,23161,parallel
113,0,Marcus,2299300,22996,parallel
113,1,Trey,2264900,22653,parallel
113,2,Will,2275500,22758,parallel
113,3,George,2288900,22893,parallel
113,4,Jess,2334600,23349,parallel
114,0,Marcus,2887500,28879,parallel
114,1,Trey,2295800,22962,parallel
114,2,Will,2926100,29265,parallel
114,3,George,2321000,23215,parallel
114,4,Jess,2450000,24504,parallel
115,0,Marcus,3201400,32016,parallel
115,1,Trey,3616600,36170,parallel
115,2,Will,2721100,27215,parallel
115,3,George,2784000,27843,parallel
115,4,Jess,3618000,36185,parallel
116,0,Marcus,2621700,26221,parallel
116,1,Trey,3009300,30096,parallel
116,2,Will,2800000,28002,parallel
116,3,George,5011200,50116,parallel
116,4,Jess,2868200,28686,parallel
117,0,Marcus,2959800,29602,parallel
117,1,Trey,2460900,24617,parallel
117,2,Will,2835500,28359,parallel
117,3,George,2476100,24766,parallel
117,4,Jess,2569000,25695,parallel
118,0,Marcus,2260900,22612,parallel
118,1,Trey,2286800,22873,parallel
118,2,Will,2276200,22765,parallel
118,3,George,2271300,22716,parallel
118,4,Jess,2366700,23671,parallel
119,0,Marcus,2456200,24566,parallel
119,1,Trey,2496200,24964,parallel
119,2,Will,2362700,23629,parallel
119,3,George,2471400,24716,parallel
119,4,Jess,2462600,24630,parallel
120,0,Marcus,3503600,35038,parallel
120,1,Trey,3033500,30339,parallel
120,2,Will,2311300,23116,parallel
120,3,George,2774600,27749,parallel
120,4,Jess,2356900,23573,parallel
121,0,Marcus,2274200,22746,parallel
121,1,Trey,2817300,28177,parallel
121,2,Will,2798200,27986,parallel
121,3,George,2366900,23672,parallel
121,4,Jess,2280200,22808,parallel
122,0,Marcus,2278000,22783,parallel
122,1,Trey,2322500,23229,parallel
122,2,Will,2272300,22727,parallel
122,3,George,2272600,22729,parallel
122,4,Jess,2274000,22743,parallel
123,0,Marcus,2679200,26795,parallel
123,1,Trey,2386900,23873,parallel
123,2,Will,2394900,23952,parallel
123,3,George,3050700,30511,parallel
123,4,Jess,2663100,26634,parallel
124,0,Marcus,2301500,23019,parallel
124,1,Trey,2309200,23096,parallel
124,2,Will,2297700,22981,parallel
124,3,George,2309400,23098,parallel
124,4,Jess,2552200,25526,parallel
125,0,Marcus,2363600,23639,parallel
125,1,Trey,2311400,23118,parallel
125,2,Will,2935400,29358,parallel
125,3,George,2482700,24830,parallel
125,4,Jess,3006500,30069,parallel
126,0,Marcus,3113500,31138,parallel
126,1,Trey,2347200,23475,parallel
126,2,Will,2308000,23084,parallel
126,3,George,2321000,23214,parallel
126,4,Jess,3128900,31292,parallel
127,0,Marcus,2270100,22704,parallel
127,1,Trey,2275100,22754,parallel
127,2,Will,2779300,27796,parallel
127,3,George,3054000,30544,parallel
127,4,Jess,2270700,22711,parallel
128,0,Marcus,2276900,22774,parallel
128,1,Trey,2391100,23914,parallel
128,2,Will,2348600,23490,parallel
128,3,George,2301200,23016,parallel
128,4,Jess,2293000,22934,parallel
129,0,Marcus,2303700,23041,parallel
129,1,Trey,2332100,23325,parallel
129,2,Will,2326300,23266,parallel
129,3,George,2315500,23159,parallel
129,4,Jess,2323200,23236,parallel
130,0,Marcus,2254900,22553,parallel
130,1,Trey,2326600,23270,parallel
130,2,Will,2268900,22691,parallel
130,3,George,2412900,24132,parallel
130,4,Jess,2301900,23024,parallel
131,0,Marcus,2270600,22708,parallel
131,1,Trey,2680800,26811,parallel
131,2,Will,2642000,26425,parallel
131,3,George,2294400,22948,parallel
131,4,Jess,2287500,22878,parallel
132,0,Marcus,2272300,22725,parallel
132,1,Trey,3057600,30581,parallel
132,2,Will,3572700,35730,parallel
132,3,George,2282900,22831,parallel
132,4,Jess,2795100,27954,parallel
133,0,Marcus,2488600,24889,parallel
133,1,Trey,2437400,24378,parallel
133,2,Will,3087500,30879,parallel
133,3,George,2296500,22968,parallel
133,4,Jess,3293000,32935,parallel
134,0,Marcus,2272300,22727,parallel
134,1,Trey,2819000,28195,parallel
134,2,Will,2377300,23778,parallel
134,3,George,2335100,23356,parallel
134,4,Jess,2358000,23585,parallel
135,0,Marcus,2730500,27309,parallel
135,1,Trey,2813100,28135,parallel
135,2,Will,3398300,33987,parallel
135,3,George,3417300,34177,parallel
135,4,Jess,2807000,28073,parallel
136,0,Marcus,2400100,24003,parallel
136,1,Trey,3126600,31269,parallel
136,2,Will,2627000,26274,parallel
136,3,George,3093200,30936,parallel
136,4,Jess,2437800,24382,parallel
137,0,Marcus,2268800,22691,parallel
137,1,Trey,2256500,22569,parallel
137,2,Will,2279600,22799,parallel
137,3,George,3386200,33866,parallel
137,4,Jess,3328200,33285,parallel
138,0,Marcus,2591200,25916,parallel
138,1,Trey,2368500,23690,parallel
138,2,Will,2544300,25447,parallel
138,3,George,2789400,27899,parallel
138,4,Jess,2849400,28498,parallel
139,0,Marcus,2759000,27593,parallel
139,1,Trey,2689700,26900,parallel
139,2,Will,2359900,23603,parallel
139,3,George,2275500,22759,parallel
139,4,Jess,2298900,22992,parallel
140,0,Marcus,2894100,28943,parallel
140,1,Trey,2987100,29874,parallel
140,2,Will,2314900,23153,parallel
140,3,George,2464300,24647,parallel
140,4,Jess,2375800,23762,parallel
141,0,Marcus,2274400,22748,parallel
141,1,Trey,2296700,22971,parallel
141,2,Will,2806100,28063,parallel
141,3,George,2784000,27843,parallel
141,4,Jess,2371100,23715,parallel
142,0,Marcus,2284800,22851,parallel
142,1,Trey,2773500,27739,parallel
142,2,Will,2759900,27602,parallel
142,3,George,2274100,22745,parallel
142,4,Jess,2274300,22747,parallel
143,0,Marcus,3617500,36178,parallel
143,1,Trey,3288000,32886,parallel
143,2,Will,3285000,32855,parallel
143,3,George,2324600,23250,parallel
143,4,Jess,2782400,27828,parallel
144,0,Marcus,2286000,22864,parallel
144,1,Trey,3194200,31946,parallel
144,2,Will,2815400,28159,parallel
144,3,George,3191700,31921,parallel
144,4,Jess,2252900,22533,parallel
145,0,Marcus,2870600,28710,parallel
145,1,Trey,2290600,22909,parallel
145,2,Will,2310100,23105,parallel
145,3,George,2976200,29765,parallel
145,4,Jess,2292200,22926,parallel
146,0,Marcus,2873300,28736,parallel
146,1,Trey,2318300,23187,parallel
146,2,Will,3448500,34489,parallel
146,3,George,3390300,33907,parallel
146,4,Jess,2905500,29060,parallel
147,0,Marcus,3556000,35563,parallel
147,1,Trey,2961600,29620,parallel
147,2,Will,3402700,34032,parallel
147,3,George,2344700,23451,parallel
147,4,Jess,2307100,23075,parallel
148,0,Marcus,2594000,25946,parallel
148,1,Trey,2814700,28151,parallel
148,2,Will,2324400,23248,parallel
148,3,George,2357600,23580,parallel
148,4,Jess,2301600,23020,parallel
149,0,Marcus,2818900,28192,parallel
149,1,Trey,2462400,24628,parallel
149,2,Will,2382700,23830,parallel
149,3,George,2656500,26568,parallel
