system,candidate,metric,n,mean,std,cv_pct,median,p95,p99,max
sequential,Marcus,duration_ns,10000,2559335.11,204181.8973048458,7.977927411969346,2543550.0,2896419.9999999995,3145521.000000003,4773300.0
sequential,Marcus,cpu_cycles,10000,25597.6028,2042.1010504630249,7.977704265584686,25440.0,28967.199999999997,31461.180000000026,47738.0
sequential,Marcus,heap_allocs,10000,77.0272,0.24630514940346307,0.31976386186108685,77.0,77.0,79.0,82.0
sequential,Marcus,heap_bytes,10000,29851.7064,250.37226688721458,0.838720117142833,29824.0,29824.0,32136.0,32992.0
sequential,Trey,duration_ns,10000,2562043.68,202351.25090033837,7.898040633731052,2546800.0,2891510.0,3156301.0,4480700.0
sequential,Trey,cpu_cycles,10000,25624.7495,2023.7138679990564,7.897497175529682,25472.0,28920.0,31568.010000000002,44811.0
sequential,Trey,heap_allocs,10000,77.0281,0.2540016568531953,0.32975194358058335,77.0,77.0,79.0,82.0
sequential,Trey,heap_bytes,10000,29851.7856,251.93381412051406,0.8439488930287443,29824.0,29824.0,32136.0,32992.0
sequential,Will,duration_ns,10000,2559331.48,203147.91484664628,7.937538237393395,2543900.0,2894200.0,3129708.0,4363200.0
sequential,Will,cpu_cycles,10000,25597.5471,2031.6831312033262,7.93702272825714,25443.5,28946.0,31302.090000000004,43637.0
sequential,Will,heap_allocs,10000,77.0309,0.264862615747338,0.3438394407274717,77.0,77.0,79.0,82.0
sequential,Will,heap_bytes,10000,29853.6792,258.40293166848835,0.8655647765803296,29824.0,29824.0,32136.0,32992.0
sequential,George,duration_ns,10000,2561376.91,204385.60429094813,7.979520838694065,2543700.0,2896205.0,3124874.0000000014,4536000.0
sequential,George,cpu_cycles,10000,25617.9861,2044.0615805501795,7.979009640223747,25441.5,28968.0,31252.730000000018,45366.0
sequential,George,heap_allocs,10000,77.0288,0.252936667361159,0.32836636084316384,77.0,77.0,79.0,82.0
sequential,George,heap_bytes,10000,29852.8056,255.51722899654223,0.8559236690187078,29824.0,29824.0,32136.0,32992.0
sequential,Jess,duration_ns,10000,2558668.37,205815.85383325556,8.043865951774578,2541500.0,2891305.0,3134372.0000000014,4501500.0
sequential,Jess,cpu_cycles,10000,25590.9192,2058.415532180437,8.04353886663218,25419.5,28918.249999999996,31348.700000000015,45021.0
sequential,Jess,heap_allocs,10000,77.0285,0.25825262717336334,0.33526892925782453,77.0,77.0,79.0,82.0
sequential,Jess,heap_bytes,10000,29852.0824,252.67078316003665,0.8464092379700675,29824.0,29824.0,32136.0,32992.0
parallel,Marcus,duration_ns,10000,2707532.71,450592.4808753893,16.642180506672045,2555000.0,3606799.9999999986,4021018.0000000005,5751300.0
parallel,Marcus,cpu_cycles,10000,27084.7389,4510.196592839096,16.652169361836073,25567.0,36072.999999999985,40230.26000000001,57517.0
parallel,Trey,duration_ns,10000,2714588.78,457828.5082019291,16.865482962834953,2554850.0,3618629.9999999995,4112502.0,5745600.0
parallel,Trey,cpu_cycles,10000,27152.805,4580.895507205965,16.870800299291233,25554.5,36197.0,41129.03,57460.0
parallel,Will,duration_ns,10000,2705979.28,447376.7780013074,16.532897399026183,2548700.0,3606000.0,4025611.0000000005,5094700.0
parallel,Will,cpu_cycles,10000,27066.4128,4475.9070802704655,16.536757616696313,25492.5,36064.14999999998,40261.11,50951.0
parallel,George,duration_ns,10000,2708933.38,453212.2924766944,16.73028564758187,2552700.0,3600429.9999999995,4046836.000000001,5559900.0
parallel,George,cpu_cycles,10000,27097.3703,4535.938053962031,16.739403136702276,25536.5,36013.79999999999,40471.36000000001,55603.0
parallel,Jess,duration_ns,10000,2717239.94,458998.3711095983,16.89208098087938,2562250.0,3629310.0,4100926.0000000005,6128100.0
parallel,Jess,cpu_cycles,10000,27178.9688,4591.512366160786,16.89362241793657,25633.5,36297.149999999994,41011.280000000006,61284.0
secure,Marcus,duration_ns,10000,2969432.3,564604.2536423482,19.01387863405232,2804450.0,4118594.999999997,4735049.000000001,6982500.0
secure,Marcus,cpu_cycles,10000,29717.2902,5661.740243851076,19.052007116890746,28056.0,41253.25,47402.69000000002,69831.0
secure,Trey,duration_ns,10000,2961607.98,559015.9511424364,18.87542020812749,2797000.0,4101044.9999999995,4700424.000000001,6650500.0
secure,Trey,cpu_cycles,10000,29644.4758,5625.416304761324,18.97627181102431,27981.0,41132.749999999985,47094.03,66509.0
secure,Will,duration_ns,10000,2963265.15,567978.5707561169,19.167321923794667,2793850.0,4095219.9999999995,4797136.000000001,7330500.0
secure,Will,cpu_cycles,10000,29654.1459,5696.094551157553,19.208425595415825,27960.5,41070.2,47975.380000000005,73309.0
secure,George,duration_ns,10000,2970438.43,568303.8598143101,19.131985840026655,2804950.0,4123904.9999999986,4732621.0,7240200.0
secure,George,cpu_cycles,10000,29738.2847,5728.1760478645765,19.26195846751234,28059.5,41353.2,47416.78000000001,72406.0
secure,Jess,duration_ns,10000,2955038.43,566876.0180640214,19.183372111476103,2786900.0,4069905.0,4793702.0,7217000.0
secure,Jess,cpu_cycles,10000,29579.8725,5699.134651420446,19.266934471811688,27888.0,40787.399999999994,48006.18000000001,72175.0
