run,candidate_idx,candidate_name,duration_ns,cpu_cycles,heap_allocs,heap_bytes,system
31,2,Will,2533100,25335,77,29824,sequential
31,3,George,2738900,27406,77,29824,sequential
31,4,Jess,2978800,29792,79,32136,sequential
32,0,Marcus,2651600,26522,77,29824,sequential
32,1,Trey,2580400,25811,77,29824,sequential
32,2,Will,2621000,26216,77,29824,sequential
32,3,George,2687300,26877,77,29824,sequential
32,4,Jess,2433500,24340,77,29824,sequential
33,0,Marcus,2324200,23245,77,29824,sequential
33,1,Trey,2538100,25386,77,29824,sequential
33,2,Will,2259000,22593,77,29824,sequential
33,3,George,2626800,26273,77,29824,sequential
33,4,Jess,2800900,28014,77,29824,sequential
34,0,Marcus,2896900,28973,77,29824,sequential
34,1,Trey,2475100,24755,77,29824,sequential
34,2,Will,2510600,25110,77,29824,sequential
34,3,George,2354900,23553,77,29824,sequential
34,4,Jess,2818000,28184,77,29824,sequential
35,0,Marcus,2415000,24155,77,29824,sequential
35,1,Trey,2284600,22850,77,29824,sequential
35,2,Will,2379500,23798,77,29824,sequential
35,3,George,2491800,24924,77,29824,sequential
35,4,Jess,2639700,26401,77,29824,sequential
36,0,Marcus,2900500,29009,77,29824,sequential
36,1,Trey,2477000,24774,77,29824,sequential
36,2,Will,2346200,23465,77,29824,sequential
36,3,George,2447700,24480,77,29824,sequential
36,4,Jess,2645900,26462,77,29824,sequential
37,0,Marcus,2360100,23607,77,29824,sequential
37,1,Trey,2284900,22852,77,29824,sequential
37,2,Will,2307900,23083,77,29824,sequential
37,3,George,2321700,23220,77,29824,sequential
37,4,Jess,2381800,23823,77,29824,sequential
38,0,Marcus,2623800,26241,77,29824,sequential
38,1,Trey,2373100,23734,77,29824,sequential
38,2,Will,2409000,24094,77,29824,sequential
38,3,George,2493400,24937,77,29824,sequential
38,4,Jess,2479400,24798,77,29824,sequential
39,0,Marcus,2274700,22751,77,29824,sequential
39,1,Trey,2412200,24126,77,29824,sequential
39,2,Will,2584800,25851,77,29824,sequential
39,3,George,2844400,28448,77,29824,sequential
39,4,Jess,2721700,27223,77,29824,sequential
40,0,Marcus,2476200,24766,77,29824,sequential
40,1,Trey,2324300,23246,77,29824,sequential
40,2,Will,2353500,23541,77,29824,sequential
40,3,George,2715500,27161,77,29824,sequential
40,4,Jess,2624400,26247,77,29824,sequential
41,0,Marcus,2696000,26966,77,29824,sequential
41,1,Trey,2658600,26590,77,29824,sequential
41,2,Will,2349300,23497,77,29824,sequential
41,3,George,2311400,23119,77,29824,sequential
41,4,Jess,2280000,22803,77,29824,sequential
42,0,Marcus,2956000,29564,77,29824,sequential
42,1,Trey,2327000,23273,77,29824,sequential
42,2,Will,2998100,29985,77,29824,sequential
42,3,George,2475400,24761,77,29824,sequential
42,4,Jess,2674400,26749,77,29824,sequential
43,0,Marcus,2724700,27251,77,29824,sequential
43,1,Trey,2571400,25719,77,29824,sequential
43,2,Will,2331900,23322,77,29824,sequential
43,3,George,2656000,26565,77,29824,sequential
43,4,Jess,2606500,26070,77,29824,sequential
44,0,Marcus,2787500,27878,77,29824,sequential
44,1,Trey,2443700,24442,77,29824,sequential
44,2,Will,2286400,22867,77,29824,sequential
44,3,George,2467100,24675,77,29824,sequential
44,4,Jess,2713400,27138,77,29824,sequential
45,0,Marcus,2754600,27550,77,29824,sequential
45,1,Trey,2431600,24320,77,29824,sequential
45,2,Will,2340200,23406,77,29824,sequential
45,3,George,2318100,23185,77,29824,sequential
45,4,Jess,2403700,24042,77,29824,sequential
46,0,Marcus,2283500,22839,77,29824,sequential
46,1,Trey,2649900,26504,77,29824,sequential
46,2,Will,2512500,25129,77,29824,sequential
46,3,George,2244300,22447,77,29824,sequential
46,4,Jess,2336000,23364,77,29824,sequential
47,0,Marcus,2690200,26907,77,29824,sequential
47,1,Trey,2554900,25552,77,29824,sequential
47,2,Will,2390200,23905,77,29824,sequential
47,3,George,2432100,24325,77,29824,sequential
47,4,Jess,2348300,23487,77,29824,sequential
48,0,Marcus,2562800,25631,77,29824,sequential
48,1,Trey,2324300,23247,77,29824,sequential
48,2,Will,2629100,26295,77,29824,sequential
48,3,George,2414700,24152,77,29824,sequential
48,4,Jess,2572300,25726,77,29824,sequential
49,0,Marcus,2494300,24948,77,29824,sequential
49,1,Trey,2738000,27385,77,29824,sequential
49,2,Will,2963100,29634,77,29824,sequential
49,3,George,2309600,23099,77,29824,sequential
49,4,Jess,2508400,25089,77,29824,sequential
50,0,Marcus,2914300,29147,77,29824,sequential
50,1,Trey,2361400,23618,77,29824,sequential
50,2,Will,2418400,24188,77,29824,sequential
50,3,George,2350900,23515,77,29824,sequential
50,4,Jess,2366400,23667,77,29824,sequential
51,0,Marcus,2275800,22761,77,29824,sequential
51,1,Trey,2294900,22953,77,29824,sequential
51,2,Will,2275800,22762,77,29824,sequential
51,3,George,2291800,22921,77,29824,sequential
51,4,Jess,2361100,23615,77,29824,sequential
52,0,Marcus,2426300,24266,77,29824,sequential
52,1,Trey,2416200,24166,77,29824,sequential
52,2,Will,2343000,23434,77,29824,sequential
52,3,George,2330800,23312,77,29824,sequential
52,4,Jess,2360900,23613,77,29824,sequential
53,0,Marcus,2857400,28579,77,29824,sequential
53,1,Trey,2922200,29227,79,32136,sequential
53,2,Will,2498200,24985,77,29824,sequential
53,3,George,2376600,23769,77,29824,sequential
53,4,Jess,3188300,31887,77,29824,sequential
54,0,Marcus,2516700,25171,77,29824,sequential
54,1,Trey,2394800,23951,77,29824,sequential
54,2,Will,2582300,25827,77,29824,sequential
54,3,George,2624100,26244,77,29824,sequential
54,4,Jess,2257200,22576,77,29824,sequential
55,0,Marcus,2688900,26892,77,29824,sequential
55,1,Trey,2409400,24099,77,29824,sequential
55,2,Will,2469800,24701,77,29824,sequential
55,3,George,2335900,23362,77,29824,sequential
55,4,Jess,2594600,25951,77,29824,sequential
56,0,Marcus,2661300,26618,77,29824,sequential
56,1,Trey,2686100,26864,77,29824,sequential
56,2,Will,2583200,25836,77,29824,sequential
56,3,George,2322400,23228,77,29824,sequential
56,4,Jess,2578400,25788,77,29824,sequential
57,0,Marcus,2485200,24856,77,29824,sequential
57,1,Trey,2317900,23182,77,29824,sequential
57,2,Will,2471300,24717,77,29824,sequential
57,3,George,2400900,24012,77,29824,sequential
57,4,Jess,2671200,26715,77,29824,sequential
58,0,Marcus,2534200,25347,77,29824,sequential
58,1,Trey,2580800,25811,77,29824,sequential
58,2,Will,2396200,23968,77,29824,sequential
58,3,George,2305100,23054,77,29824,sequential
58,4,Jess,2456900,24573,77,29824,sequential
59,0,Marcus,2633700,26341,77,29824,sequential
59,1,Trey,2258800,22592,77,29824,sequential
59,2,Will,2389700,23901,77,29824,sequential
59,3,George,2447300,24477,77,29824,sequential
59,4,Jess,2627900,26283,77,29824,sequential
60,0,Marcus,2713100,27135,77,29824,sequential
60,1,Trey,2734400,27348,77,29824,sequential
60,2,Will,2609400,26097,77,29824,sequential
60,3,George,2527700,25281,77,29824,sequential
60,4,Jess,2805400,28058,77,29824,sequential
61,0,Marcus,2447000,24474,77,29824,sequential
61,1,Trey,2582600,25831,77,29824,sequential
61,2,Will,2796400,27968,77,29824,sequential
61,3,George,2489300,24897,77,29824,sequential
61,4,Jess,2546400,25466,77,29824,sequential
62,0,Marcus,2269000,22694,77,29824,sequential
62,1,Trey,2502100,25025,77,29824,sequential
62,2,Will,2340100,23406,77,29824,sequential
62,3,George,2713600,27139,77,29824,sequential
62,4,Jess,2718600,27190,77,29824,sequential
63,0,Marcus,2892600,28930,77,29824,sequential
63,1,Trey,2748300,27487,77,29824,sequential
63,2,Will,2779900,27804,77,29824,sequential
63,3,George,2685100,26855,77,29824,sequential
63,4,Jess,2659500,26600,77,29824,sequential
64,0,Marcus,2407100,24074,77,29824,sequential
64,1,Trey,2532400,25328,77,29824,sequential
64,2,Will,2749600,27499,77,29824,sequential
64,3,George,2530300,25306,77,29824,sequential
64,4,Jess,2438000,24385,77,29824,sequential
65,0,Marcus,3397700,33981,77,29824,sequential
65,1,Trey,2546300,25467,77,29824,sequential
65,2,Will,2440000,24406,77,29824,sequential
65,3,George,2678700,26790,77,29824,sequential
65,4,Jess,2311100,23114,77,29824,sequential
66,0,Marcus,2412400,24128,77,29824,sequential
66,1,Trey,2303500,23039,77,29824,sequential
66,2,Will,2294100,22944,77,29824,sequential
66,3,George,2536300,25366,77,29824,sequential
66,4,Jess,2491500,24918,77,29824,sequential
67,0,Marcus,2952500,29529,77,29824,sequential
67,1,Trey,2666300,26668,77,29824,sequential
67,2,Will,2456100,24566,77,29824,sequential
67,3,George,2294900,22952,77,29824,sequential
67,4,Jess,2745800,27461,77,29824,sequential
68,0,Marcus,2331700,23321,77,29824,sequential
68,1,Trey,2257000,22575,77,29824,sequential
68,2,Will,2269000,22695,77,29824,sequential
68,3,George,2491300,24917,77,29824,sequential
68,4,Jess,2654900,26555,77,29824,sequential
69,0,Marcus,2783100,27836,77,29824,sequential
69,1,Trey,2271200,22716,77,29824,sequential
69,2,Will,2313600,23140,77,29824,sequential
69,3,George,2301600,23019,77,29824,sequential
69,4,Jess,2710700,27111,77,29824,sequential
70,0,Marcus,2494600,24950,77,29824,sequential
70,1,Trey,2276000,22762,77,29824,sequential
70,2,Will,2312900,23133,77,29824,sequential
70,3,George,2854900,28553,77,29824,sequential
70,4,Jess,2406200,24065,77,29824,sequential
71,0,Marcus,2501600,25019,77,29824,sequential
71,1,Trey,2689700,26901,77,29824,sequential
71,2,Will,2475800,24762,77,29824,sequential
71,3,George,2434100,24347,77,29824,sequential
71,4,Jess,2615800,26162,77,29824,sequential
72,0,Marcus,2474300,24748,77,29824,sequential
72,1,Trey,2536700,25372,77,29824,sequential
72,2,Will,2279300,22796,77,29824,sequential
72,3,George,2652800,26531,77,29824,sequential
72,4,Jess,2626300,26268,77,29824,sequential
73,0,Marcus,2287200,22875,77,29824,sequential
73,1,Trey,2412200,24127,77,29824,sequential
73,2,Will,2883800,28844,77,29824,sequential
73,3,George,2762200,27626,77,29824,sequential
73,4,Jess,2294200,22946,77,29824,sequential
74,0,Marcus,2398900,23992,77,29824,sequential
74,1,Trey,2318500,23189,77,29824,sequential
74,2,Will,2447100,24475,77,29824,sequential
74,3,George,2447000,24474,77,29824,sequential
74,4,Jess,2765800,27663,79,32136,sequential
75,0,Marcus,2294200,22946,77,29824,sequential
75,1,Trey,2391800,23923,77,29824,sequential
75,2,Will,2699400,26999,77,29824,sequential
75,3,George,2469100,24695,77,29824,sequential
75,4,Jess,2555400,25559,77,29824,sequential
76,0,Marcus,2647300,26478,77,29824,sequential
76,1,Trey,2385200,23858,77,29824,sequential
76,2,Will,2322500,23227,77,29824,sequential
76,3,George,2300500,23008,77,29824,sequential
76,4,Jess,2952900,29536,77,29824,sequential
77,0,Marcus,2567900,25683,77,29824,sequential
77,1,Trey,2356000,23563,77,29824,sequential
77,2,Will,2394200,23945,77,29824,sequential
77,3,George,2363600,23640,77,29824,sequential
77,4,Jess,2642500,26428,77,29824,sequential
78,0,Marcus,2805000,28054,77,29824,sequential
78,1,Trey,3012400,30130,77,29824,sequential
78,2,Will,2680600,26812,77,29824,sequential
78,3,George,2806900,28074,77,29824,sequential
78,4,Jess,2566800,25673,77,29824,sequential
79,0,Marcus,2430700,24311,77,29824,sequential
79,1,Trey,2576400,25767,77,29824,sequential
79,2,Will,2295700,22962,77,29824,sequential
79,3,George,2962800,29632,77,29824,sequential
79,4,Jess,2816300,28168,77,29824,sequential
80,0,Marcus,2686300,26868,77,29824,sequential
80,1,Trey,2402500,24030,77,29824,sequential
80,2,Will,2458100,24586,77,29824,sequential
80,3,George,2280600,22810,77,29824,sequential
80,4,Jess,2663200,26635,77,29824,sequential
81,0,Marcus,2797500,27981,77,29824,sequential
81,1,Trey,2319100,23196,77,29824,sequential
81,2,Will,2500700,25010,77,29824,sequential
81,3,George,3262200,32626,77,29824,sequential
81,4,Jess,2465900,24663,77,29824,sequential
82,0,Marcus,2618300,26188,77,29824,sequential
82,1,Trey,2770700,27712,77,29824,sequential
82,2,Will,2620600,26211,77,29824,sequential
82,3,George,3071000,30715,77,29824,sequential
82,4,Jess,2766900,27674,77,29824,sequential
83,0,Marcus,2570700,25710,77,29824,sequential
83,1,Trey,2498600,24990,77,29824,sequential
83,2,Will,2520100,25203,77,29824,sequential
83,3,George,2346100,23464,77,29824,sequential
83,4,Jess,2716700,27170,77,29824,sequential
84,0,Marcus,2393400,23938,77,29824,sequential
84,1,Trey,2526400,25269,77,29824,sequential
84,2,Will,2746000,27465,77,29824,sequential
84,3,George,2607000,26074,77,29824,sequential
84,4,Jess,2700300,27008,77,29824,sequential
85,0,Marcus,2541000,25415,77,29824,sequential
85,1,Trey,2619900,26203,77,29824,sequential
85,2,Will,2537000,25373,77,29824,sequential
85,3,George,2920200,29207,77,29824,sequential
85,4,Jess,2702400,27028,77,29824,sequential
86,0,Marcus,2542600,25429,77,29824,sequential
86,1,Trey,2610800,26112,77,29824,sequential
86,2,Will,2293800,22943,77,29824,sequential
86,3,George,2472300,24725,77,29824,sequential
86,4,Jess,2579100,25796,77,29824,sequential
87,0,Marcus,2664500,26648,77,29824,sequential
87,1,Trey,2784800,27853,77,29824,sequential
87,2,Will,2673600,26740,77,29824,sequential
87,3,George,2466000,24665,77,29824,sequential
87,4,Jess,2817500,28179,77,29824,sequential
88,0,Marcus,2885700,28863,77,29824,sequential
88,1,Trey,2868500,28689,77,29824,sequential
88,2,Will,2729700,27302,77,29824,sequential
88,3,George,2425400,24260,77,29824,sequential
88,4,Jess,2278400,22788,77,29824,sequential
89,0,Marcus,2652700,26534,77,29824,sequential
89,1,Trey,2639300,26397,77,29824,sequential
89,2,Will,2687600,26880,77,29824,sequential
89,3,George,2517300,25177,77,29824,sequential
89,4,Jess,2310900,23113,77,29824,sequential
90,0,Marcus,2527800,25282,77,29824,sequential
90,1,Trey,2769700,27702,77,29824,sequential
90,2,Will,2435400,24358,77,29824,sequential
90,3,George,2741300,27418,77,29824,sequential
90,4,Jess,2626500,26270,77,29824,sequential
91,0,Marcus,2781500,27820,77,29824,sequential
91,1,Trey,2688500,26890,77,29824,sequential
91,2,Will,2558800,25591,77,29824,sequential
91,3,George,2621500,26220,77,29824,sequential
91,4,Jess,2707100,27076,77,29824,sequential
92,0,Marcus,2727100,27276,77,29824,sequential
92,1,Trey,2838900,28394,77,29824,sequential
92,2,Will,2898900,28993,77,29824,sequential
92,3,George,2701800,27023,77,29824,sequential
92,4,Jess,2936200,29366,77,29824,sequential
93,0,Marcus,2519400,25202,77,29824,sequential
93,1,Trey,2270800,22711,77,29824,sequential
93,2,Will,2700800,27012,77,29824,sequential
93,3,George,2550400,25508,77,29824,sequential
93,4,Jess,2612900,26132,77,29824,sequential
94,0,Marcus,2485100,24854,77,29824,sequential
94,1,Trey,2254700,22550,77,29824,sequential
94,2,Will,2410100,24104,77,29824,sequential
94,3,George,2403500,24038,77,29824,sequential
94,4,Jess,2523500,25238,77,29824,sequential
95,0,Marcus,2297100,22974,77,29824,sequential
95,1,Trey,2614600,26150,77,29824,sequential
95,2,Will,2509700,25101,77,29824,sequential
95,3,George,2486800,24873,77,29824,sequential
95,4,Jess,2660900,26613,77,29824,sequential
96,0,Marcus,2807800,28082,77,29824,sequential
96,1,Trey,2410600,24109,77,29824,sequential
96,2,Will,2714200,27146,80,32248,sequential
96,3,George,2500700,25011,77,29824,sequential
96,4,Jess,2365500,23658,77,29824,sequential
97,0,Marcus,2312100,23125,77,29824,sequential
97,1,Trey,2716300,27167,77,29824,sequential
97,2,Will,2839600,28401,77,29824,sequential
97,3,George,2902400,29028,77,29824,sequential
97,4,Jess,2906700,29073,77,29824,sequential
98,0,Marcus,2494200,24946,77,29824,sequential
98,1,Trey,2355100,23554,77,29824,sequential
98,2,Will,2280900,22812,77,29824,sequential
98,3,George,2871700,28721,77,29824,sequential
98,4,Jess,2449500,24500,77,29824,sequential
99,0,Marcus,2554900,25554,77,29824,sequential
99,1,Trey,2544300,25447,77,29824,sequential
99,2,Will,2668900,26693,77,29824,sequential
99,3,George,2622100,26227,77,29824,sequential
99,4,Jess,2697100,26974,77,29824,sequential
100,0,Marcus,2559900,25603,77,29824,sequential
100,1,Trey,2496300,24966,77,29824,sequential
100,2,Will,2344000,23443,77,29824,sequential
100,3,George,2589600,25899,77,29824,sequential
100,4,Jess,2775400,27758,77,29824,sequential
101,0,Marcus,2661700,26621,77,29824,sequential
101,1,Trey,2403200,24036,77,29824,sequential
101,2,Will,2347100,23475,77,29824,sequential
101,3,George,2560900,25612,77,29824,sequential
101,4,Jess,2556700,25571,77,29824,sequential
102,0,Marcus,2392900,23932,77,29824,sequential
102,1,Trey,2645500,26459,77,29824,sequential
102,2,Will,2779400,27798,77,29824,sequential
102,3,George,2789500,27899,77,29824,sequential
102,4,Jess,2572600,25730,77,29824,sequential
103,0,Marcus,2740900,27412,77,29824,sequential
103,1,Trey,2499400,24997,77,29824,sequential
103,2,Will,2987600,29880,77,29824,sequential
103,3,George,2409100,24094,77,29824,sequential
103,4,Jess,2691400,26917,77,29824,sequential
104,0,Marcus,2563500,25640,77,29824,sequential
104,1,Trey,2240600,22410,77,29824,sequential
104,2,Will,2481300,24817,77,29824,sequential
104,3,George,2290200,22904,77,29824,sequential
104,4,Jess,2368800,23692,77,29824,sequential
105,0,Marcus,2323700,23240,77,29824,sequential
105,1,Trey,2223000,22233,77,29824,sequential
105,2,Will,2483400,24838,77,29824,sequential
105,3,George,2540800,25412,77,29824,sequential
105,4,Jess,2454400,24547,77,29824,sequential
106,0,Marcus,2437100,24376,77,29824,sequential
106,1,Trey,2853600,28540,77,29824,sequential
106,2,Will,2642600,26431,77,29824,sequential
106,3,George,2697100,26974,77,29824,sequential
106,4,Jess,3003600,30040,77,29824,sequential
107,0,Marcus,2533800,25341,77,29824,sequential
107,1,Trey,2644700,26453,77,29824,sequential
107,2,Will,2690300,26908,77,29824,sequential
107,3,George,2630900,26316,77,29824,sequential
107,4,Jess,2499700,25002,77,29824,sequential
108,0,Marcus,2574500,25749,77,29824,sequential
108,1,Trey,2717500,27178,77,29824,sequential
108,2,Will,2720900,27215,77,29824,sequential
108,3,George,2881700,28821,77,29824,sequential
108,4,Jess,2579900,25805,77,29824,sequential
109,0,Marcus,2661700,26622,77,29824,sequential
109,1,Trey,2362800,23631,77,29824,sequential
109,2,Will,2278900,22792,77,29824,sequential
109,3,George,2962500,29628,77,29824,sequential
109,4,Jess,2610600,26109,77,29824,sequential
110,0,Marcus,2393200,23934,77,29824,sequential
110,1,Trey,2543300,25438,77,29824,sequential
110,2,Will,2333400,23339,77,29824,sequential
110,3,George,2460500,24611,77,29824,sequential
110,4,Jess,2500000,25004,77,29824,sequential
111,0,Marcus,2292100,22924,77,29824,sequential
111,1,Trey,2667500,26678,77,29824,sequential
111,2,Will,3102300,31028,77,29824,sequential
111,3,George,2375000,23755,77,29824,sequential
111,4,Jess,2646300,26467,77,29824,sequential
112,0,Marcus,2290700,22911,77,29824,sequential
112,1,Trey,2441000,24414,77,29824,sequential
112,2,Will,2448500,24489,77,29824,sequential
112,3,George,2670100,26705,77,29824,sequential
112,4,Jess,2731900,27323,77,29824,sequential
113,0,Marcus,2678700,26792,77,29824,sequential
113,1,Trey,2853400,28540,77,29824,sequential
113,2,Will,2508800,25093,77,29824,sequential
113,3,George,2624300,26246,77,29824,sequential
113,4,Jess,2425600,24260,77,29824,sequential
114,0,Marcus,2510600,25112,77,29824,sequential
114,1,Trey,2420400,24207,77,29824,sequential
114,2,Will,2358800,23594,77,29824,sequential
114,3,George,2645100,26454,77,29824,sequential
114,4,Jess,2640000,26404,77,29824,sequential
115,0,Marcus,2779500,27801,77,29824,sequential
115,1,Trey,2263200,22636,77,29824,sequential
115,2,Will,2340400,23408,77,29824,sequential
115,3,George,2428900,24294,77,29824,sequential
115,4,Jess,2949800,29503,77,29824,sequential
116,0,Marcus,2790200,27909,77,29824,sequential
116,1,Trey,2577900,25784,77,29824,sequential
116,2,Will,2239600,22399,77,29824,sequential
116,3,George,2483400,24837,77,29824,sequential
116,4,Jess,2383400,23837,77,29824,sequential
117,0,Marcus,2945800,29464,77,29824,sequential
117,1,Trey,2570300,25707,77,29824,sequential
117,2,Will,3528500,35291,77,29824,sequential
117,3,George,2787100,27876,77,29824,sequential
